MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condCatch.18_222

Model structure
Survival time blocks:,1980-2014; 2015-2018
Maturity time blocks:,1980-2014; 2015-2018
Selectivity time blocks:,1980-2014; 2015-2018

Model diagnostics
Number of parameters:,60
Negative log likelihood:,-1169.7
Maximum gradient compoent:,4.52837253596286e-05

Forecast
Mature biomass forecast (tons):,70158.9
Threshold placeholder, TODO
GHL (tons):,14031.8
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,568.6104,71.1458,0.120904901279526,80.5,0.542753511725293,0.1331,0.0748
4,233.2329,184.3822,0.313338407730349,95.9,0.542753511725293,0.4005,0.2752
5,118.511,192.2381,0.32668869424005,100.8,0.542753511725293,0.7441,0.6408
6,9.192,20.0149,0.0340132447540065,126.8,0.542753511725293,0.9268,0.8934
7,45.0463,106.634,0.181213413062205,151.4,0.542753511725293,0.9822,0.9752
8+,5.8093,14.0293,0.0238413389338634,155.2,0.542753511725293,0.9958,0.9946

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,19663.5300601865,15278.5300601865,4385,168.4995
1981,26379.826164598,22873.8261425516,3506.00002204634,45.4398
1982,22686.2437443506,18323.2437884433,4362.99995590732,125.1603
1983,26588.4342688331,21138.4342688331,5450,607.2815
1984,29583.4784717476,23753.4784717476,5830,283.5637
1985,31221.8418615931,23746.8418615931,7475,88.1588
1986,28111.6550188496,22668.6550629423,5442.99995590732,227.4936
1987,34206.7114574836,29990.7114354373,4216.00002204634,1312.3883
1988,40405.9921955951,30830.9921955951,9575,194.4715
1989,37816.6708922154,25681.6708922154,12135,40.9135
1990,30073.3200687846,26269.3200908309,3803.99997795366,104.0137
1991,33826.7168588373,31918.71690293,1907.99995590732,1599.9349
1992,47086.9293855685,41718.9294296611,5367.99995590732,149.9728
1993,47734.273021892,37548.2729998457,10186.0000220463,68.3998
1994,42559.5987565863,37672.6887717983,4886.90998478802,102.2829
1995,40703.8474172711,37725.9474415221,2977.89997574902,433.2793
1996,35825.7244427787,27576.5744394718,8249.15000330695,380.8293
1997,46431.5022377037,35176.9821865561,11254.5200511475,959.1239
1998,63975.0168654512,57188.456866333,6786.55999911815,984.211
1999,74640.9829361317,65219.5229171719,9421.46001895985,247.2907
2000,78193.8973522344,73574.5273264402,4619.37002579422,600.1707
2001,83355.6437531692,71295.6437531692,12060,828.4091
2002,83672.9000859807,73737.4000749576,9935.50001102317,554.0323
2003,104038.663550784,97082.5535174938,6956.11003328998,1988.9991
2004,116150.16016667,105533.570184528,10616.5899821425,287.6296
2005,119848.749531515,108328.419497784,11520.3300337309,545.323
2006,107761.496615887,97692.0666240437,10069.4299918429,663.5403
2007,106169.48598955,94407.2359399458,11762.2500496043,961.673
2008,114762.23880597,100201.838775105,14560.4000308649,1220.0302
2009,126893.967790295,112019.477832404,14874.4899578915,870.2078
2010,125090.175158182,107126.685112106,17963.4900460769,826.0718
2011,115970.612778059,96431.3927776186,19539.2200004409,318.2819
2012,84647.9093454441,71339.3993474283,13308.5099980158,203.8413
2013,79121.7697700566,73336.0497365462,5785.72003351044,520.0092
2014,64862.3757137503,47784.9856698781,17077.3900438722,71.7377
2015,61787.4519940916,52931.6219493375,8855.83004475407,1683.6925
2016,61355.5507176084,51300.0907206949,10055.4599969135,152.7649
2017,68461.0939394607,54398.173901541,14062.9200379197,907.6012
2018,65879.6367865253,62870.546749267,3009.09003725832,851.7371

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,168.4995,377.6972,57.628,5.5864,0.2862,0.2816
1981,45.4398,94.6026,201.0566,27.9145,2.4652,0.2357
1982,125.1603,25.8638,52.3119,105.8085,14.02,1.322
1983,607.2815,70.8252,14.0735,26.5933,50.3845,7.0434
1984,283.5637,342.9503,38.3226,7.0673,12.4237,25.7468
1985,88.1588,160.0883,185.4089,19.2089,3.2921,16.9098
1986,227.4936,49.512,85.296,89.9925,8.5041,8.362
1987,1312.3883,128.6565,26.897,43.206,42.6149,7.6473
1988,194.4715,748.2318,71.4656,14.2919,22.0206,25.0238
1989,40.9135,109.1604,398.0554,34.5699,6.293,19.4554
1990,104.0137,22.7456,56.5091,180.985,13.7595,9.2863
1991,1599.9349,59.3363,12.655,30.1291,92.7205,11.522
1992,149.9728,919.9919,33.7329,7.0587,16.5148,56.6002
1993,68.3998,85.5554,511.8749,17.9867,3.6166,36.451
1994,102.2829,38.5493,46.0326,253.8886,8.2413,17.3145
1995,433.2793,58.4338,21.533,24.7498,131.728,12.9494
1996,380.8293,248.7597,33.0819,11.9076,13.3937,77.3839
1997,959.1239,214.4622,133.55,16.3293,5.4144,38.8819
1998,984.211,540.4445,115.3266,66.1603,7.4676,19.1051
1999,247.2907,562.0008,301.4811,61.8322,34.1812,13.3904
2000,600.1707,140.8745,311.492,159.4473,31.2908,23.4567
2001,828.4091,344.971,80.0012,173.3563,87.1099,29.5762
2002,554.0323,471.3008,190.5135,41.9871,86.7068,56.7409
2003,1988.9991,316.1414,262.4108,101.7343,21.561,71.9271
2004,287.6296,1141.9618,178.9866,145.12,55.0601,49.8661
2005,545.323,164.6161,640.9967,97.2242,76.4635,54.2496
2006,663.5403,312.017,92.3349,347.6633,51.1121,67.4231
2007,961.673,379.944,175.373,50.2962,183.9537,61.5653
2008,1220.0302,549.4671,212.3013,94.3571,26.1234,124.9439
2009,870.2078,695.4652,305.0834,112.7038,48.0233,74.6576
2010,826.0718,496.5264,387.1557,162.8565,57.8438,61.371
2011,318.2819,469.9106,274.1146,203.0383,81.3614,57.7415
2012,203.8413,180.5629,257.4869,141.4671,98.968,65.4349
2013,520.0092,115.8504,99.4352,134.3205,70.1037,78.9322
2014,71.7377,298.5357,65.5768,54.9677,72.6518,79.5169
2015,1683.6925,40.2796,158.9515,31.7802,24.2753,63.1789
2016,152.7649,901.6972,20.7951,76.4733,14.5178,39.1446
2017,907.6012,81.6196,461.3219,9.7794,33.7788,23.1206
2018,851.7371,483.4586,41.2757,210.6016,4.1321,23.355

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,23.0401,140.6735,39.7523,4.9878,0.2773,0.2792
1981,6.2133,35.2348,138.6907,24.9234,2.3887,0.2337
1982,17.114,9.633,36.0852,94.4709,13.5849,1.3108
1983,83.0377,26.3789,9.708,23.7438,48.8208,6.9837
1984,38.7736,127.732,26.4353,6.31,12.0381,25.5285
1985,12.0545,59.625,127.8967,17.1506,3.1899,16.7665
1986,31.1067,18.4408,58.838,80.3497,8.2402,8.2911
1987,179.4516,47.9182,18.5538,38.5764,41.2923,7.5825
1988,26.5914,278.6793,49.2976,12.7605,21.3372,24.8117
1989,5.5944,40.6568,274.5822,30.8657,6.0977,19.2905
1990,14.2225,8.4716,38.9805,161.5921,13.3325,9.2076
1991,218.7698,22.0998,8.7295,26.9007,89.8429,11.4243
1992,20.5068,342.6514,23.2692,6.3024,16.0023,56.1204
1993,9.3528,31.8652,353.0959,16.0594,3.5044,36.1421
1994,13.9858,14.3577,31.7537,226.684,7.9855,17.1678
1995,59.2452,21.7637,14.8537,22.0978,127.6398,12.8397
1996,52.0733,92.6507,22.8202,10.6317,12.978,76.7281
1997,131.1474,79.8766,92.124,14.5796,5.2463,38.5524
1998,134.5777,201.2888,79.5533,59.0711,7.2358,18.9432
1999,33.8137,209.3175,207.9643,55.2068,33.1204,13.2769
2000,82.0653,52.4688,214.87,142.3623,30.3197,23.2579
2001,113.2739,128.4846,55.1855,154.7809,84.4065,29.3256
2002,75.7565,175.5362,131.4179,37.4881,84.0158,56.26
2003,271.9691,117.747,181.0133,90.8333,20.8919,71.3175
2004,39.3295,425.3242,123.4665,129.5702,53.3513,49.4434
2005,74.5656,61.3113,442.1652,86.8064,74.0905,53.7898
2006,90.7303,116.2109,63.6935,310.4105,49.5258,66.8516
2007,131.496,141.5103,120.9738,44.9069,178.2447,61.0435
2008,166.8229,204.6493,146.4473,84.2466,25.3127,123.885
2009,118.9893,259.0264,210.4492,100.6273,46.5329,74.0248
2010,112.9543,184.9315,267.0634,145.4061,56.0486,60.8508
2011,43.5208,175.0184,189.0867,181.2824,78.8364,57.2522
2012,27.8726,67.2507,177.6167,126.3087,95.8965,64.8803
2013,71.1043,43.1485,68.5913,119.9278,67.928,78.2632
2014,9.8092,111.1898,45.2355,49.0778,70.3971,78.843
2015,224.0699,16.1337,118.2812,29.4534,23.8425,62.9165
2016,20.3303,361.1682,15.4744,70.8744,14.259,38.982
2017,120.7858,32.6921,343.2852,9.0634,33.1766,23.0246
2018,113.3512,193.6458,30.7146,195.1827,4.0584,23.258

Spawning numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,17.9495,110.2654,30.3416,3.6596,0.1983,0.1974
1981,5.4485,30.9916,120.3992,21.226,2.0095,0.1956
