MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_best_condEffort.24_133

Model structure
Survival time blocks:,1980-2018
Maturity time blocks:,1980-1998; 1999-2014; 2015-2018
Selectivity time blocks:,1980-1998; 1999-2014; 2015-2018

Model diagnostics
Number of parameters:,102
Negative log likelihood:,-356.8
Maximum gradient compoent:,9.63888574085455e-05

Forecast
Mature biomass forecast (tons):,82245.4
Threshold:25000
GHL (tons):,16449.1
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,681.0777,74.9358,0.110307807533736,80.5,0.557997944667046,0.1247,0.0755
4,313.0201,200.2614,0.294790953958409,95.9,0.557997944667046,0.3357,0.2786
5,166.5768,222.4102,0.327394670306312,100.8,0.557997944667046,0.6419,0.6463
6,13.5301,25.931,0.0381712313361212,126.8,0.557997944667046,0.8641,0.8964
7,62.1451,134.8375,0.198484956433776,151.4,0.557997944667046,0.9575,0.9761
8+,9.3172,20.9577,0.0308503804316465,155.2,0.557997944667046,0.9877,0.9949

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,24481.7301968738,20096.7301968738,4385,193.2107
1981,30466.2031790824,26960.2031570361,3506.00002204634,50.8159
1982,24744.5081461232,20381.5081902158,4362.99995590732,139.1382
1983,30280.5608589255,24830.5608589255,5450,682.6452
1984,34702.3891620186,28872.3891620186,5830,312.4538
1985,35532.5893427986,28057.5893427986,7475,95.0776
1986,30623.0752441632,25180.0752882559,5442.99995590732,248.7453
1987,39973.0648823828,35757.0648603364,4216.00002204634,1503.0248
1988,48324.9483013294,38749.9483013294,9575,212.3238
1989,43045.9839282171,30910.9839282171,12135,42.4209
1990,32160.9037897661,28356.9038118124,3803.99997795366,111.0915
1991,38447.6182235058,36539.6182675985,1907.99995590732,1774.4124
1992,55316.043784034,49948.0438281267,5367.99995590732,157.1152
1993,53010.330364426,42824.3303423797,10186.0000220463,70.5496
1994,43986.6848916422,39099.7749068542,4886.90998478802,104.6854
1995,41310.4447849379,38332.5448091889,2977.89997574902,439.8142
1996,36890.8124076809,28641.662404374,8249.15000330695,381.002
1997,50286.6374920082,39032.1174408607,11254.5200511475,1028.2883
1998,73344.5580810864,66557.9980819683,6786.55999911815,1165.9217
1999,51641.8175003858,42220.357481426,9421.46001895985,296.3238
2000,59511.177384863,54891.8073590688,4619.37002579422,751.329
2001,66947.0535064706,54887.0535064706,12060,1062.2778
2002,68300.076390573,58364.5763795498,9935.50001102317,702.8767
2003,84736.8413104345,77780.7312771446,6956.11003328998,2535.2842
2004,95126.0800502657,84509.4900681232,10616.5899821425,364.2674
2005,103346.900725325,91826.5706915937,11520.3300337309,689.2696
2006,98446.1569919972,88376.7270001543,10069.4299918429,833.4807
2007,95261.5313388743,83499.28128927,11762.2500496043,1198.5609
2008,98578.0787715779,84017.678740713,14560.4000308649,1513.8483
2009,106455.799620803,91581.3096629114,14874.4899578915,1077.5629
2010,107170.971251571,89207.4812054939,17963.4900460769,1027.4737
2011,102360.825194559,82821.605194118,19539.2200004409,413.2555
2012,78002.132763068,64693.6227650521,13308.5099980158,267.543
2013,75225.007165061,69439.2871315505,5785.72003351044,655.6126
2014,61160.8373200467,44083.4472761745,17077.3900438722,89.9109
2015,65665.3240812187,56809.4940364647,8855.83004475407,1858.1353
2016,63598.7854670517,53543.3254701382,10055.4599969135,191.6418
2017,74319.7078859763,60256.7878480566,14062.9200379197,1145.476
2018,76490.1248925241,73481.0348552658,3009.09003725832,1072.7246

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,193.2107,398.1581,63.2936,6.3534,0.327,0.3228
1981,50.8159,104.8729,205.3885,30.0516,2.8203,0.2785
1982,139.1382,27.9095,55.9426,104.476,14.7082,1.49
1983,682.6452,75.8486,14.5743,27.2383,48.0602,7.2592
1984,312.4538,371.1564,39.3137,6.9882,12.2605,24.1785
1985,95.0776,170.0574,192.9417,18.9643,3.1725,16.0061
1986,248.7453,51.4101,86.7741,89.5814,8.1556,7.8964
1987,1503.0248,135.4426,26.7584,41.9659,40.8164,7.0913
1988,212.3238,826.1901,72.4208,13.6778,20.6816,23.2096
1989,42.4209,114.9273,422.8311,33.8308,5.9333,18.3156
1990,111.0915,22.6936,56.8858,184.4127,13.315,9.0136
1991,1774.4124,61.0807,12.1429,29.1203,91.0716,10.8285
1992,157.1152,983.5661,33.4464,6.5182,15.3813,53.4236
1993,70.5496,86.4418,527.262,17.1868,3.2364,33.5125
1994,104.6854,38.3225,44.6865,251.449,7.6771,15.8039
1995,439.8142,57.6248,20.5729,23.03,125.3678,11.4979
1996,381.002,243.2936,31.3712,10.9122,11.9603,70.3936
1997,1028.2883,206.2873,124.6121,14.6786,4.7446,34.3366
1998,1165.9217,557.647,106.1428,58.8575,6.4678,16.5463
1999,296.3238,641.8419,299.4342,54.7288,29.3651,11.2756
2000,751.329,162.7981,343.8246,152.9872,26.4742,18.8626
2001,1062.2778,416.5593,89.325,185.0073,80.4859,23.4258
2002,702.8767,583.9666,223.5053,45.7976,90.0023,48.6222
2003,2535.2842,387.5261,315.7482,116.5137,22.8879,67.0388
2004,364.2674,1405.3261,212.5064,169.6863,61.1726,46.2337
2005,689.2696,201.3993,765.4635,112.5543,87.0147,53.6651
2006,833.4807,381.0569,109.6751,405.2327,57.6723,70.2522
2007,1198.5609,461.1846,207.9862,58.3495,209.3107,64.4552
2008,1513.8483,662.1265,250.6597,109.6476,29.6962,135.7246
2009,1077.5629,834.5864,357.9376,130.6132,54.7595,79.4399
2010,1027.4737,594.3843,451.8113,187.0888,65.5565,65.0674
2011,413.2555,565.3468,319.6791,232.8441,91.7781,61.5275
2012,267.543,226.9261,302.4501,162.8681,112.1182,70.5832
2013,655.6126,147.1362,121.8871,155.4256,79.5279,85.6848
2014,89.9109,363.5419,80.7611,65.6377,81.8736,85.4504
2015,1858.1353,48.932,189.9704,39.1088,29.1094,68.9995
2016,191.6418,1024.0383,26.0813,95.3168,18.8326,46.5273
2017,1145.476,105.4298,542.2809,12.89,44.9477,30.2871
2018,1072.7246,628.6541,55.3356,262.5292,5.9068,33.8209

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,31.1818,175.1713,48.2477,5.9025,0.3209,0.3213
1981,8.2011,46.1393,156.5644,27.9187,2.7685,0.2773
1982,22.4552,12.2789,42.6442,97.0609,14.438,1.4832
1983,110.1706,33.3699,11.1098,25.3051,47.1772,7.2261
1984,50.4262,163.2918,29.9682,6.4922,12.0353,24.0681
1985,15.3444,74.8175,147.0764,17.6183,3.1142,15.9331
1986,40.1444,22.6181,66.1465,83.2235,8.0058,7.8603
1987,242.5698,59.5885,20.3975,38.9874,40.0666,7.059
1988,34.2665,363.4858,55.2052,12.707,20.3017,23.1036
1989,6.8462,50.5628,322.3174,31.4297,5.8243,18.232
1990,17.9288,9.9841,43.3631,171.3243,13.0704,8.9724
1991,286.3684,26.8727,9.2563,27.0536,89.3985,10.7791
1992,25.3565,432.724,25.4956,6.0556,15.0988,53.1798
1993,11.3858,38.0304,401.9234,15.967,3.177,33.3595
1994,16.8949,16.8602,34.0638,233.6028,7.536,15.7318
1995,70.9806,25.3523,15.6824,21.3955,123.0646,11.4454
1996,61.4891,107.038,23.9137,10.1378,11.7405,70.0723
1997,165.9531,90.7569,94.9898,13.6368,4.6574,34.1799
