MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condCatch.22_132

Model structure
Survival time blocks:,1980-2018
Maturity time blocks:,1980-1998; 1999-2014; 2015-2018
Selectivity time blocks:,1980-1998; 1999-2018

Model diagnostics
Number of parameters:,61
Negative log likelihood:,-1194.5
Maximum gradient compoent:,5.86088254189196e-05

Forecast
Mature biomass forecast (tons):,79828.1
Threshold placeholder, TODO
GHL (tons):,15965.6
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,644.2051,75.7832,0.115524790896458,80.5,0.565864855777698,0.133,0.0819
4,286.2037,184.1704,0.280751498344184,95.9,0.565864855777698,0.3433,0.2312
5,164.2598,212.3634,0.323729235227079,100.8,0.565864855777698,0.6406,0.5036
6,13.8028,25.8944,0.0394737243266217,126.8,0.565864855777698,0.8587,0.7739
7,62.842,137.104,0.209002931138668,151.4,0.565864855777698,0.9539,0.9203
8+,9.0079,20.6754,0.0315178200669887,155.2,0.565864855777698,0.986,0.975

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,24355.2270773165,19970.2270773165,4385,181.8133
1981,30105.09105139,26599.0910293437,3506.00002204634,47.5419
1982,24397.680614652,20034.6806587447,4362.99995590732,130.2466
1983,29863.2916290042,24413.2916290042,5450,638.8417
1984,34346.9966269098,28516.9966269098,5830,294.169
1985,35098.4272140038,27623.4272140038,7475,90.2747
1986,30363.1613351264,24920.1613792191,5442.99995590732,235.6607
1987,39617.7201878348,35401.7201657885,4216.00002204634,1411.3893
1988,48007.6690403228,38432.6690403228,9575,199.5576
1989,42561.1518111069,30426.1518111069,12135,39.873
1990,31869.6766904032,28065.6767124496,3803.99997795366,106.1523
1991,38418.7993562468,36510.7994003395,1907.99995590732,1696.8447
1992,55782.2289953482,50414.2290394409,5367.99995590732,150.5156
1993,53308.868140832,43122.8681187857,10186.0000220463,68.0568
1994,44252.2393571287,39365.3293723407,4886.90998478802,100.9566
1995,41862.391256421,38884.491280672,2977.89997574902,424.1182
1996,37562.1462113362,29312.9962080293,8249.15000330695,364.5408
1997,50711.878017593,39457.3579664455,11254.5200511475,980.128
1998,73600.0551158535,66813.4951167354,6786.55999911815,1105.858
1999,52516.0197535219,43094.559734562,9421.46001895985,282.0439
2000,60289.7797570493,55670.4097312551,4619.37002579422,711.6357
2001,67676.7749509469,55616.7749509469,12060,1005.3284
2002,68939.9306642563,59004.4306532331,9935.50001102317,663.8234
2003,85380.3892281576,78424.2791948676,6956.11003328998,2399.1931
2004,96027.7421239445,85411.1521418021,10616.5899821425,344.3455
2005,104295.141757975,92774.8117242444,11520.3300337309,653.4581
2006,99140.7271985714,89071.2972067285,10069.4299918429,790.6952
2007,96078.5474767962,84316.297427192,11762.2500496043,1135.117
2008,99561.4297052404,85001.0296743755,14560.4000308649,1430.6732
2009,107460.227077317,92585.737119425,14874.4899578915,1012.8616
2010,107855.398267158,89891.9082210807,17963.4900460769,958.3429
2011,102574.708547367,83035.4885469257,19539.2200004409,386.2735
2012,77773.8908485637,64465.3808505479,13308.5099980158,251.9959
2013,74941.2790184969,69155.5589849864,5785.72003351044,624.4051
2014,61263.3493904187,44185.9593465464,17077.3900438722,86.6989
2015,65335.163694085,56479.3336493309,8855.83004475407,1770.1767
2016,63121.5407085694,53066.0807116559,10055.4599969135,184.0603
2017,73330.626887718,59267.7068497983,14062.9200379197,1068.8533
2018,74879.8054410371,71870.7154037787,3009.09003725832,951.8572

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,181.8133,381.2609,61.4961,6.3398,0.3201,0.3168
1981,47.5419,99.9717,198.8553,29.2883,2.7841,0.267
1982,130.2466,26.4671,54.0372,102.3302,14.4497,1.4747
1983,638.8417,72.0456,14.0453,26.7302,47.6013,7.1851
1984,294.169,352.5972,37.9901,6.8521,12.177,24.109
1985,90.2747,162.3806,185.9907,18.5478,3.1251,15.8928
1986,235.6607,49.5791,84.3985,87.8976,8.049,7.8202
1987,1411.3893,130.2465,26.2469,41.5309,40.5667,7.0642
1988,199.5576,786.6083,70.624,13.5972,20.6927,23.277
1989,39.873,109.5906,408.7692,33.3624,5.8969,18.1472
1990,106.1523,21.693,55.3996,181.4043,13.1189,8.7538
1991,1696.8447,59.1894,11.7783,28.7804,90.7572,10.7239
1992,150.5156,953.6985,32.866,6.4123,15.4128,53.9174
1993,68.0568,83.9574,518.3656,17.1126,3.2187,34.0484
1994,100.9566,37.512,44.0983,250.7295,7.6949,15.9951
1995,424.1182,56.363,20.4399,23.0821,126.8301,11.7485
1996,364.5408,237.9038,31.1244,11.0015,12.1595,72.2528
1997,980.128,200.2931,123.8081,14.7504,4.7949,34.8862
1998,1105.858,539.118,104.5725,59.0966,6.4998,16.6186
1999,282.0439,617.1572,293.4473,54.6133,29.7958,11.4176
2000,711.6357,157.312,335.0789,151.3938,26.7114,19.4969
2001,1005.3284,400.2221,87.4727,182.438,80.6883,24.2946
2002,663.8234,560.7356,217.3037,45.132,89.2419,49.6983
2003,2399.1931,371.29,306.9216,114.2003,22.7412,68.162
2004,344.3455,1348.7749,206.2249,166.6942,60.6291,47.4905
2005,653.4581,193.1301,744.1292,110.333,86.4223,54.925
2006,790.6952,366.4976,106.5498,398.1059,57.199,71.8243
2007,1135.117,443.7728,202.5954,57.2562,207.8366,66.0665
2008,1430.6732,635.9943,244.1161,107.6785,29.3749,137.5394
2009,1012.8616,800.057,347.9292,128.136,54.152,81.3413
2010,958.3429,566.784,438.5173,183.4185,64.8879,66.7471
2011,386.2735,535.0447,308.6016,227.7076,90.655,62.9393
2012,251.9959,215.2312,289.6534,158.1526,110.1706,71.5634
2013,624.4051,140.6303,117.0452,149.9866,77.8142,86.5038
2014,86.6989,351.1319,78.1766,63.69,79.8659,86.255
2015,1770.1767,47.955,186.045,38.1026,28.3592,69.4429
2016,184.0603,987.7924,26.0721,96.2832,18.7304,46.3379
2017,1068.8533,102.4083,532.4819,13.2308,45.8429,29.5819
2018,951.8572,592.7733,54.6849,264.3342,6.0748,32.8845

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,30.6942,174.5952,47.8724,5.9338,0.3149,0.3156
1981,8.0262,45.7812,154.8014,27.4127,2.7391,0.266
1982,21.9886,12.1204,42.0659,95.7772,14.2159,1.4689
1983,107.851,32.9927,10.9337,25.0184,46.8309,7.1568
1984,49.6624,161.4689,29.5739,6.4133,11.98,24.0141
1985,15.2404,74.3608,144.7868,17.36,3.0745,15.8302
1986,39.7849,22.7043,65.7011,82.2687,7.9188,7.7894
1987,238.2745,59.6453,20.4322,38.8714,39.9102,7.0363
1988,33.6899,360.2207,54.9782,12.7265,20.3578,23.1853
1989,6.7315,50.1861,318.2115,31.2259,5.8015,18.0757
1990,17.9209,9.9341,43.1265,169.7874,12.9065,8.7193
1991,286.4659,27.1053,9.1689,26.9374,89.2885,10.6817
1992,25.4105,436.7382,25.585,6.0017,15.1634,53.705
1993,11.4895,38.4476,403.5283,16.0168,3.1666,33.9143
1994,17.0438,17.1783,34.3289,234.6732,7.5703,15.9321
1995,71.6008,25.811,15.9117,21.604,124.7775,11.7022
1996,61.5428,108.9461,24.2292,10.297,11.9627,71.9682
1997,165.4678,91.7225,96.38,13.8058,4.7173,34.7487
1998,186.6939,246.8845,81.4058,55.3121,6.3946,16.5531
1999,22.4702,138.3598,144.0839,41.6724,27.2599,11.108
2000,56.6953,35.2676,164.5251,115.5202,24.438,18.9683
2001,80.0935,89.7254,42.9495,139.2084,73.8211,23.6359
2002,52.8862,125.7107,106.697,34.4377,81.6466,48.3509
2003,191.1414,83.2391,150.6998,87.14,20.8057,66.314
2004,27.4337,302.3804,101.2573,127.1951,55.469,46.203
2005,52.0604,43.2976,365.3706,84.189,79.067,53.4359
2006,62.9939,82.1647,52.3164,303.7727,52.3309,69.877
2007,90.4337,99.489,99.4752,43.6891,190.148,64.2753
2008,113.9803,142.5829,119.862,82.1635,26.8748,133.8105
2009,80.6937,179.364,170.8347,97.7735,49.5432,79.136
2010,76.3502,127.0667,215.3139,139.9565,59.3654,64.9375
2011,30.774,119.9511,151.5247,173.7511,82.9395,61.2329
2012,20.0763,48.2525,142.2211,120.6775,100.7942,69.6232
2013,49.7457,31.5278,57.4697,114.4465,71.1915,84.1585
2014,6.9072,78.7199,38.3851,48.5983,73.0687,83.9165
2015,235.4141,16.465,119.1781,32.7175,27.0529,68.4729
2016,24.478,339.1509,16.7015,82.6753,17.8676,45.6907
2017,142.1458,35.1611,341.1013,11.3609,43.7313,29.1687
2018,126.5866,203.5242,35.0304,226.9751,5.795,32.4252

Spawning numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,25.5472,144.7442,38.1335,4.5141,0.2336,0.2319
1981,7.256,41.3021,136.7804,23.6594,2.3343,0.2256
1982,19.0585,10.4736,35.2653,77.5662,11.2985,1.1592
1983,92.1064,28.0819,8.9973,19.807,36.3021,5.5039
1984,42.4465,137.5478,24.3608,5.0837,9.2992,18.4939
1985,12.5801,61.1262,114.1255,13.0362,2.248,11.4585
1986,34.2912,19.5077,54.6946,66.0592,6.2348,6.0877
1987,216.9512,54.203,18.2139,33.9079,34.4097,6.0401
1988,27.7968,295.9745,43.311,9.5501,14.8735,16.7689
1989,5.1936,38.4957,230.0135,21.0467,3.7603,11.5423
1990,16.3659,9.0552,38.5866,148.7661,11.1818,7.5223
1991,274.9629,25.9956,8.7222,25.394,83.7668,10.0031
1992,23.2614,399.0769,22.9598,5.2774,13.1883,46.519
1993,9.7226,32.4191,328.2429,12.5023,2.4166,25.663
1994,15.6899,15.7869,31.0205,208.0732,6.6441,13.9298
1995,67.8977,24.4499,14.9133,20.0097,114.839,10.7447
1996,50.9528,89.8316,19.1711,7.7688,8.7925,52.3757
1997,138.0497,76.2261,77.0052,10.5417,3.5135,25.6393
1998,171.454,226.3362,73.344,48.8696,5.5907,14.4153
1999,18.4224,113.3419,118.1742,34.2625,22.4524,9.1563
2000,52.3177,32.5343,151.8441,106.7159,22.5907,17.5398
2001,65.6769,73.5146,35.2324,114.4755,60.8127,19.4865
2002,45.1932,107.3559,91.204,29.4931,70.0196,41.4911
2003,175.455,76.3823,138.3542,80.0812,19.1341,61.006
2004,24.3808,268.604,90.0089,113.2233,49.4258,41.1881
2005,46.2637,38.4585,324.7598,74.9361,70.4481,47.6327
2006,56.518,73.6864,46.9477,272.9483,47.0642,62.8707
2007,79.2229,87.1094,87.1654,38.3431,167.0711,56.5038
2008,97.1392,121.4367,102.1832,70.1805,22.9873,114.5271
2009,69.4325,154.239,147.036,84.3052,42.7744,68.3646
2010,63.5191,105.6324,179.1933,116.7402,49.5983,54.2936
2011,24.8494,96.7715,122.4047,140.7331,67.3074,49.7351
2012,16.5972,39.8593,117.6187,100.0353,83.6942,57.8555
2013,45.8483,29.0485,52.9752,105.596,65.7311,77.7277
2014,4.9526,56.36,27.542,35.0237,52.8259,60.7553
2015,210.8286,14.5838,103.2814,27.7146,22.6248,56.9856
2016,21.39,292.3414,14.0105,67.404,14.3348,36.4313
2017,120.8203,29.3899,275.7413,8.8653,33.4485,22.1391
2018,122.6443,196.5897,33.637,216.6252,5.5121,30.803

Catch in numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,5.147,29.851,9.7389,1.4197,0.0813,0.0837
1981,0.7702,4.4791,18.021,3.7533,0.4048,0.0404
1982,2.9301,1.6468,6.8006,18.211,2.9174,0.3097
1983,15.7446,4.9108,1.9364,5.2114,10.5288,1.6529
1984,7.2159,23.9211,5.2131,1.3296,2.6808,5.5202
1985,2.6603,13.2346,30.6613,4.3238,0.8265,4.3717
1986,5.4937,3.1966,11.0065,16.2095,1.684,1.7017
1987,21.3233,5.4423,2.2183,4.9635,5.5005,0.9962
1988,5.8931,64.2462,11.6672,3.1764,5.4843,6.4164
1989,1.5379,11.6904,88.198,10.1792,2.0412,6.5334
1990,1.555,0.8789,4.5399,21.0213,1.7247,1.197
1991,11.503,1.1097,0.4467,1.5434,5.5217,0.6786
1992,2.1491,37.6613,2.6252,0.7243,1.9751,7.186
1993,1.7669,6.0285,75.2854,3.5145,0.75,8.2513
1994,1.3539,1.3914,3.3084,26.6,0.9262,2.0023
1995,3.7031,1.3611,0.9984,1.5943,9.9385,0.9575
1996,10.59,19.1145,5.0581,2.5282,3.1702,19.5925
1997,27.4181,15.4964,19.3748,3.2641,1.2038,9.1094
1998,15.2399,20.5483,8.0618,6.4425,0.8039,2.1378
1999,4.0478,25.0179,25.9097,7.4099,4.8075,1.9517
2000,4.3776,2.7333,12.681,8.8043,1.8473,1.4285
2001,14.4166,16.2108,7.7171,24.7329,13.0084,4.1494
2002,7.693,18.3548,15.493,4.9446,11.627,6.8598
2003,15.6864,6.8568,12.3456,7.0588,1.6716,5.308
2004,3.0529,33.7764,11.2484,13.9718,6.0432,5.0149
2005,5.7967,4.8391,40.6108,9.2529,8.6189,5.8032
2006,6.4759,8.4783,5.3687,30.8244,5.2667,7.0063
2007,11.2108,12.3796,12.3098,5.346,23.0769,7.7715
2008,16.8411,21.1462,17.6788,11.983,3.8875,19.2834
2009,11.2612,25.125,23.7987,13.4683,6.7688,10.7714
2010,12.8311,21.4343,36.1206,23.2163,9.7671,10.6439
2011,5.9246,23.1796,29.12,33.018,15.6321,11.4978
2012,3.4791,8.3932,24.6024,20.6422,17.1,11.7677
2013,3.8974,2.4793,4.4945,8.8505,5.4604,6.4308
2014,1.9546,22.3599,10.8431,13.5746,20.2428,23.1612
2015,24.5855,1.8812,15.8967,5.0029,4.4281,11.4873
2016,3.088,46.8095,2.691,15.2713,3.5328,9.2594
2017,21.3255,5.7712,65.36,2.4956,10.2828,7.0296
2018,3.9423,6.9345,1.3934,10.3499,0.2829,1.6222

Proportion of each age class that is caught from mature population (e.g. number of age-3 fish caught divided by the number of age-3 mature at age)
Year,3,4,5,6,7,8+
1980,0.167686403294433,0.170972626967981,0.203434546837008,0.239256462974822,0.258177199110829,0.265209125475285
1981,0.0959607286137898,0.0978371034398399,0.116413675845309,0.136918289697841,0.147785769048228,0.15187969924812
1982,0.13325541416916,0.135870103296921,0.161665386928605,0.190139198055487,0.205220914609698,0.210838042072299
