MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condEffort.1_111

Model structure
Survival time blocks:,1980-2018
Maturity time blocks:,1980-2018
Selectivity time blocks:,1980-2018

Model diagnostics
Number of parameters:,94
Negative log likelihood:,-1189.5
Maximum gradient compoent:,8.0237078020468e-05

Forecast
Mature biomass forecast (tons):,75961
Threshold placeholder, TODO
GHL (tons):,15192.2
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,586.5412,72.3353,0.115648531604685,80.5,0.578741129903378,0.1387,0.1002
4,253.094,179.0981,0.286339204761563,95.9,0.578741129903378,0.3824,0.2788
5,143.2784,201.8498,0.322714262257838,100.8,0.578741129903378,0.7042,0.573
6,12.0797,23.3992,0.0374102702376896,126.8,0.578741129903378,0.9015,0.8233
7,60.0834,130.0937,0.20799174643667,151.4,0.578741129903378,0.9724,0.9418
8+,8.354,18.6992,0.0298959847015542,155.2,0.578741129903378,0.9927,0.9825

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,20171.5109460085,15786.5109460085,4385,171.0149
1981,27006.3818646796,23500.3818426332,3506.00002204634,46.0032
1982,23084.2023633678,18721.2024074605,4362.99995590732,127.3067
1983,27095.7507881567,21645.7507881567,5450,617.8429
1984,30355.3696069137,24525.3696069137,5830,286.1152
1985,32048.8654952711,24573.8654952711,7475,88.5562
1986,28473.0569456999,23030.0569897925,5442.99995590732,229.3066
1987,34721.1346149606,30505.1345929143,4216.00002204634,1331.657
1988,41477.3062677749,31902.3062677749,9575,196.0632
1989,38701.6798209837,26566.6798209837,12135,40.7991
1990,30139.3433497211,26335.3433717675,3803.99997795366,103.2058
1991,33768.9610661611,31860.9611102538,1907.99995590732,1584.1305
1992,47460.7685354615,42092.7685795542,5367.99995590732,148.262
1993,47990.559536145,37804.5595140986,10186.0000220463,67.422
1994,42201.7357084592,37314.8257236712,4886.90998478802,100.8936
1995,40190.6537842545,37212.7538085055,2977.89997574902,429.036
1996,35606.6378227033,27357.4878193964,8249.15000330695,376.1797
1997,46462.6022399083,35208.0821887608,11254.5200511475,945.6506
1998,64100.680680791,57314.1206816729,6786.55999911815,969.7022
1999,74739.9389316343,65318.4789126744,9421.46001895985,243.1403
2000,77864.4328578672,73245.062832073,4619.37002579422,589.614
2001,82801.5292444719,70741.5292444719,12060,812.7348
2002,83246.347472387,73310.8474613638,9935.50001102317,542.1033
2003,103380.914702705,96424.8046694151,6956.11003328998,1946.974
2004,115633.504376199,105016.914394056,10616.5899821425,280.7308
2005,118953.867920369,107433.537886638,11520.3300337309,532.0788
2006,106417.733084945,96348.3030931017,10069.4299918429,647.5316
2007,104800.010692476,93037.7606428713,11762.2500496043,937.7752
2008,113534.013646685,98973.6136158205,14560.4000308649,1191.0562
2009,125807.945611676,110933.455653784,14874.4899578915,852.051
2010,123896.41096585,105932.920919773,17963.4900460769,808.4393
2011,114820.720694901,95281.5006944598,19539.2200004409,311.9745
2012,83787.7830199078,70479.273021892,13308.5099980158,200.8303
2013,78094.7541832933,72309.0341497828,5785.72003351044,512.2918
2014,64097.6488679204,47020.2588240481,17077.3900438722,70.3556
2015,59072.9117705417,50217.0817257876,8855.83004475407,1573.4722
2016,60027.5463524328,49972.0863555193,10055.4599969135,151.9927
2017,69963.6073326132,55900.6872946935,14062.9200379197,891.9606
2018,70133.5030534183,67124.41301616,3009.09003725832,813.6274

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,171.0149,378.7297,57.4607,5.5209,0.2869,0.2894
1981,46.0032,96.0126,201.4419,27.9591,2.4904,0.2493
1982,127.3067,26.1775,53.0169,105.8599,14.0868,1.3522
1983,617.8429,71.9161,14.1647,26.7237,50.2361,7.1143
1984,286.1152,348.0145,38.6021,7.0228,12.384,25.7054
1985,88.5562,161.2824,187.194,19.2212,3.2746,17.0933
1986,229.3066,49.576,85.1044,89.6069,8.4691,8.5319
1987,1331.657,129.398,26.7461,42.6364,42.1516,7.7226
1988,196.0632,758.5925,71.6701,14.1437,21.6761,24.8627
1989,40.7991,109.8061,400.7456,34.3879,6.2529,19.6525
1990,103.2058,22.5585,55.974,178.6813,13.6821,9.6299
1991,1584.1305,58.8188,12.5102,29.6763,91.1778,11.6522
1992,148.262,910.448,33.3913,6.9594,16.2265,55.7504
1993,67.422,84.5258,505.3829,17.7378,3.5612,36.0142
1994,100.8936,37.9222,45.1886,248.5038,8.1229,17.3393
1995,429.036,57.5873,21.1183,24.1642,128.3769,12.8912
1996,376.1797,246.1873,32.5474,11.6415,13.0406,75.4513
1997,945.6506,211.4001,131.2933,15.9238,5.2927,38.4661
1998,969.7022,531.9614,113.059,64.6077,7.3001,19.2039
1999,243.1403,553.4006,296.1247,60.4084,33.3375,13.397
2000,589.614,138.4265,306.0152,156.072,30.5639,23.1486
2001,812.7348,338.7908,78.5338,170.0108,85.1755,29.0306
2002,542.1033,462.0696,186.6189,41.0635,85.0413,55.8388
2003,1946.974,309.1794,256.7692,99.3546,21.0797,70.9163
2004,280.7308,1117.4204,174.8382,141.7018,53.7043,49.1126
2005,532.0788,160.6162,626.4209,94.778,74.6528,53.3214
2006,647.5316,304.3442,89.9772,339.0841,49.8279,66.2258
2007,937.7752,370.6294,170.8105,48.8912,179.2479,60.4001
2008,1191.0562,535.5995,206.7668,91.6753,25.3907,122.3672
2009,852.051,678.6582,296.8493,109.4891,46.6976,73.5101
2010,808.4393,485.992,377.2108,158.1135,56.2428,60.4802
2011,311.9745,459.6657,267.7648,197.3283,79.1441,57.0064
2012,200.8303,176.8818,251.271,137.8229,96.5001,64.7622
2013,512.2918,114.0321,97.0839,130.4173,68.2131,77.7961
2014,70.3556,293.9705,64.4552,53.5277,70.4013,77.8898
2015,1573.4722,39.3681,154.9151,30.7699,23.4928,62.0975
2016,151.9927,893.3994,21.6061,80.3937,15.2258,41.1766
2017,891.9606,86.017,485.8621,11.0041,38.7228,26.2841
2018,813.6274,502.5867,46.2142,241.3506,5.1135,29.1413

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,23.7157,144.8122,40.4625,4.9771,0.279,0.2873
1981,6.3795,36.7116,141.8508,25.2053,2.4216,0.2475
1982,17.6544,10.0093,37.3333,95.4334,13.6976,1.3423
1983,85.68,27.4981,9.9745,24.0916,48.8481,7.0621
1984,39.6773,133.0678,27.1827,6.3311,12.0419,25.5168
1985,12.2806,61.6684,131.8177,17.328,3.1841,16.9679
1986,31.7993,18.956,59.9286,80.7812,8.2351,8.4694
1987,184.6688,49.477,18.834,38.437,40.987,7.666
1988,27.1893,290.0576,50.4684,12.7506,21.0772,24.6803
1989,5.6579,41.9858,282.1959,31.0009,6.0801,19.5084
1990,14.3122,8.6255,39.4156,161.0823,13.304,9.5593
1991,219.6808,22.4901,8.8094,26.7534,88.6586,11.5667
1992,20.5604,348.1215,23.5134,6.274,15.7782,55.3414
1993,9.3498,32.3195,355.8791,15.9907,3.4628,35.75
1994,13.9915,14.5,31.8208,224.0276,7.8985,17.2121
1995,59.497,22.0192,14.871,21.7842,124.83,12.7966
1996,52.1671,94.1329,22.9192,10.4948,12.6803,74.8979
