MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condEffort.17_221

Model structure
Survival time blocks:,1980-2014; 2015-2018
Maturity time blocks:,1980-2014; 2015-2018
Selectivity time blocks:,1980-2018

Model diagnostics
Number of parameters:,97
Negative log likelihood:,-1191.7
Maximum gradient compoent:,3.76028111062204e-05

Forecast
Mature biomass forecast (tons):,67873.4
Threshold placeholder, TODO
GHL (tons):,13574.7
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,549.2193,78.6764,0.138284403993839,80.5,0.551231727589718,0.1491,0.0994
4,202.7965,170.3286,0.299375529817137,95.9,0.551231727589718,0.4301,0.2769
5,110.8178,180.0973,0.316545340043516,100.8,0.551231727589718,0.7648,0.5705
6,9.0447,19.4034,0.0341040973462698,126.8,0.551231727589718,0.9334,0.8217
7,44.8715,105.5494,0.185517332655121,151.4,0.551231727589718,0.9837,0.9411
8+,6.1643,14.8912,0.0261732961441176,155.2,0.551231727589718,0.9962,0.9823

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,19982.1058665314,15597.1058665314,4385,173.0958
1981,26871.9173703124,23365.9173482661,3506.00002204634,46.6076
1982,23066.666923874,18703.6669679667,4362.99995590732,128.9927
1983,27050.5381511938,21600.5381511938,5450,626.1597
1984,30197.3015278115,24367.3015278115,5830,290.1565
1985,31914.495800172,24439.495800172,7475,89.8534
1986,28457.6088538107,23014.6088979034,5442.99995590732,232.5522
1987,34640.5336316938,30424.5336096475,4216.00002204634,1348.6861
1988,41208.2033334068,31633.2033334068,9575,199.0036
1989,38558.4537798452,26423.4537798452,12135,41.4974
1990,30198.5518860645,26394.5519081109,3803.99997795366,104.7556
1991,33756.5112767036,31848.5113207963,1907.99995590732,1605.493
1992,47150.8620119491,41782.8620560418,5367.99995590732,150.3702
1993,47779.4060715624,37593.4060495161,10186.0000220463,68.3822
1994,42232.6114993717,37345.7015145836,4886.90998478802,102.2782
1995,40215.2340219141,37237.334046165,2977.89997574902,434.4472
1996,35492.5897837254,27243.4397804184,8249.15000330695,381.2509
1997,46234.401331599,34979.8812804515,11254.5200511475,958.8841
1998,63731.9169293856,56945.3569302674,6786.55999911815,982.8648
1999,74342.9290769197,64921.4690579598,9421.46001895985,246.4637
2000,77661.7770453493,73042.4070195551,4619.37002579422,597.6064
2001,82595.7901408761,70535.7901408761,12060,823.7067
2002,82944.2431490994,73008.7431380762,9935.50001102317,549.2873
2003,102932.036861483,95975.9268281929,6956.11003328998,1971.1982
2004,114919.218898124,104302.628915981,10616.5899821425,284.3462
2005,118414.985890342,106894.655856611,11520.3300337309,539.005
2006,106136.077184241,96066.6471923984,10069.4299918429,655.8956
2007,104434.684296391,92672.4342467868,11762.2500496043,950.3869
2008,113018.940563064,98458.5405321987,14560.4000308649,1208.342
2009,125211.859498666,110337.369540775,14874.4899578915,864.8414
2010,123505.69743601,105542.207389934,17963.4900460769,821.6758
2011,114645.354835865,95106.1348354241,19539.2200004409,318.2069
2012,83853.9137767588,70545.4037787429,13308.5099980158,204.9105
2013,78286.7831080932,72501.0630745828,5785.72003351044,518.4367
2014,64159.0766992218,47081.6866553495,17077.3900438722,70.9298
2015,62726.7747304835,53870.9446857294,8855.83004475407,1574.0727
2016,62311.1665821557,52255.7065852422,10055.4599969135,142.8284
2017,68025.1977556824,53962.2777177627,14062.9200379197,811.8545
2018,64224.1293899777,61215.0393527194,3009.09003725832,722.7913

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,173.0958,383.158,57.831,5.5238,0.288,0.2897
1981,46.6076,96.9688,203.4688,28.1099,2.4893,0.2496
1982,128.9927,26.4596,53.4386,106.7515,14.1408,1.3497
1983,626.1597,72.7068,14.293,26.9055,50.6084,7.1304
1984,290.1565,351.9307,38.9643,7.0796,12.4583,25.8571
1985,89.8534,163.2001,188.9863,19.3805,3.2979,17.1762
1986,232.5522,50.197,85.9984,90.4121,8.536,8.5721
1987,1348.6861,130.9442,27.0383,43.0455,42.5015,7.7658
1988,199.0036,766.5052,72.3831,14.2755,21.8515,25.0206
1989,41.4974,111.2156,404.33,34.7026,6.307,19.7773
1990,104.7556,22.9004,56.6393,180.3035,13.8129,9.6988
1991,1605.493,59.564,12.6753,29.9841,91.8824,11.7362
1992,150.3702,920.466,33.7369,7.0363,16.361,56.0617
1993,68.3822,85.5255,509.8903,17.8899,3.5944,36.1728
1994,102.2782,38.3782,45.649,250.4614,8.1849,17.4044
1995,434.4472,58.2398,21.3282,24.368,129.1738,12.9335
1996,381.2509,248.6846,32.8417,11.7327,13.1237,75.7424
1997,958.8841,213.7793,132.4061,16.0499,5.3286,38.5804
1998,982.8648,538.2226,114.144,65.0855,7.3507,19.2478
1999,246.4637,559.5835,298.9844,60.8786,33.5256,13.4204
2000,597.6064,139.99,308.8099,157.314,30.7517,23.2141
2001,823.7067,342.5396,79.2371,171.1922,85.6699,29.1044
2002,549.2873,467.2174,188.3096,41.3635,85.4967,56.0236
2003,1971.1982,312.5338,259.0857,100.0723,21.1957,71.106
2004,284.3462,1128.5528,176.3296,142.674,53.9772,49.1686
2005,539.005,162.291,631.2558,95.3919,75.0118,53.3791
2006,655.8956,307.5601,90.7136,341.0056,50.0482,66.3009
2007,950.3869,374.506,172.2291,49.1897,179.891,60.4242
2008,1208.342,541.4972,208.473,92.2532,25.4947,122.4527
2009,864.8414,686.8719,299.4846,110.1868,46.9041,73.458
2010,821.6758,492.1144,380.9691,159.221,56.4971,60.4413
2011,318.2069,466.105,270.6016,198.9711,79.5738,57.0179
2012,204.9105,180.0061,254.3256,139.0953,97.1842,64.8888
2013,518.4367,116.0854,98.6197,131.8315,68.7655,78.098
2014,70.9298,296.7773,65.4708,54.2676,71.031,78.198
2015,1574.0727,39.6095,156.2143,31.2504,23.8236,62.5069
2016,142.8284,851.5052,20.7183,77.2874,14.7425,39.5912
2017,811.8545,76.9212,439.9087,9.9922,35.145,23.8575
2018,722.7913,434.5163,39.0564,204.7178,4.3159,24.4764

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,23.5392,143.3156,40.1378,4.9492,0.2795,0.2874
1981,6.3381,36.27,141.2183,25.1856,2.4154,0.2476
1982,17.5417,9.8969,37.0893,95.646,13.7212,1.3389
1983,85.1512,27.1951,9.9201,24.1065,49.1065,7.0734
1984,39.4583,131.6354,27.0433,6.3431,12.0886,25.6505
1985,12.2191,61.043,131.1666,17.3643,3.2,17.0389
1986,31.6247,18.7756,59.6875,81.0064,8.2827,8.5036
1987,183.4074,48.9781,18.7661,38.5674,41.2402,7.7037
1988,27.0624,286.7019,50.2377,12.7904,21.203,24.8206
1989,5.6432,41.5988,280.6267,31.0925,6.1198,19.6193
1990,14.2457,8.5656,39.3107,161.5462,13.403,9.6213
1991,218.3304,22.2792,8.7973,26.8649,89.1557,11.6424
1992,20.4488,344.289,23.4152,6.3043,15.8755,55.6137
1993,9.2993,31.9898,353.8912,16.0288,3.4877,35.8837
1994,13.9088,14.3549,31.6829,224.4055,7.942,17.2653
1995,59.0803,21.7839,14.8029,21.8329,125.3404,12.8301
1996,51.8462,93.0174,22.7939,10.5121,12.7343,75.1371
1997,130.3983,79.9615,91.8969,14.3802,5.1704,38.2721
1998,133.6594,201.3156,79.2221,58.3146,7.1325,19.0939
1999,33.5165,209.3053,207.5112,54.5453,32.5307,13.3132
2000,81.2683,52.3615,214.3306,140.9484,29.8391,23.0286
2001,112.0156,128.1227,54.9948,153.3829,83.1275,28.8718
2002,74.6974,174.757,130.697,37.0604,82.9595,55.5759
2003,268.0626,116.8994,179.8194,89.6616,20.5667,70.5378
2004,38.6681,422.1214,122.3822,127.8314,52.3754,48.7756
2005,73.2991,60.703,438.1253,85.4681,72.7857,52.9525
2006,89.195,115.0391,62.9601,305.5303,48.563,65.771
2007,129.2428,140.0794,119.5363,44.0724,174.5525,59.9413
2008,164.322,202.5404,144.6914,82.656,24.7381,121.4741
2009,117.6095,256.916,207.8584,98.7239,45.5122,72.8709
2010,111.7394,184.0694,264.413,142.657,54.8204,59.9583
2011,43.2728,174.3409,187.812,178.2719,77.2123,56.5622
2012,27.8657,67.3291,176.5156,124.625,94.3001,64.3703
2013,70.502,43.4203,68.4474,118.1169,66.7248,77.4739
2014,9.6457,111.0059,45.4403,48.622,68.9231,77.5731
2015,234.6523,17.0365,119.4701,29.1681,23.4352,62.2673
2016,21.2919,366.2411,15.845,72.1374,14.5022,39.4395
2017,121.0259,33.0846,336.4348,9.3263,34.5721,23.7661
2018,107.7489,186.8899,29.8697,191.0765,4.2456,24.3826

Spawning numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,18.4306,112.6434,31.0039,3.7377,0.2084,0.2132
1981,5.5688,31.8773,122.6839,21.573,2.0525,0.2098
1982,14.505,8.1982,30.2613,76.5676,10.8663,1.0558
1983,68.6699,21.9894,7.8916,18.7836,37.814,5.4215
1984,32.0269,107.1012,21.6534,4.9768,9.3757,19.8037
1985,9.326,46.825,98.8087,12.7715,2.3214,12.2936
1986,25.9178,15.4194,48.2603,64.2231,6.4937,6.6377
1987,162.6014,43.4291,16.4584,33.3771,35.4239,6.598
1988,20.7268,220.6509,37.9729,9.441,15.4384,17.9749
1989,3.8181,28.5042,188.6513,20.3191,3.9331,12.5238
1990,12.6778,7.6236,34.6154,140.4181,11.5655,8.2787
1991,207.4365,21.1603,8.3116,25.2243,83.4209,10.8789
1992,18.2415,307.148,20.6705,5.4948,13.7384,47.9932
1993,7.4028,25.5459,277.8957,12.3183,2.6475,27.1078
1994,12.5242,12.9253,28.2485,197.7226,6.9512,15.0725
1995,55.4499,20.4385,13.8002,20.2002,115.4769,11.8011
1996,40.9428,73.7108,17.7567,8.0105,9.5824,56.2589
1997,103.9215,63.9233,72.2438,11.0645,3.9298,28.9483
1998,120.2071,181.0484,70.5432,51.3082,6.2335,16.6438
1999,29.569,184.6987,181.0547,46.9404,27.7792,11.3344
2000,77.0714,49.6405,202.0911,132.0474,27.8545,21.4672
2001,97.7081,111.8074,47.4152,130.3036,70.034,24.2454
2002,66.8381,156.3751,115.7509,32.416,72.0569,48.141
2003,251.9495,109.8358,167.8996,83.0984,18.9823,64.9992
2004,35.472,387.145,111.3078,115.1065,46.8982,43.58
2005,67.1059,55.5625,397.6216,76.7789,65.0129,47.1929
2006,82.0871,105.8457,57.4619,276.1647,43.6583,59.0044
2007,116.9361,126.7282,107.125,39.0492,153.673,52.6406
2008,145.9048,179.865,127.1042,71.6586,21.2884,104.2337
2009,105.2983,230.0282,184.2055,86.4116,39.5596,63.1688
2010,97.5357,160.7404,228.138,121.2882,46.224,50.3931
