MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condCatch.32_233

Model structure
Survival time blocks:,1980-2014; 2015-2018
Maturity time blocks:,1980-1998; 1999-2014; 2015-2018
Selectivity time blocks:,1980-1998; 1999-2014; 2015-2018

Model diagnostics
Number of parameters:,64
Negative log likelihood:,-1199
Maximum gradient compoent:,3.22375164280187e-05

Forecast
Mature biomass forecast (tons):,65699.2
Threshold placeholder, TODO
GHL (tons):,13139.8
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,641.5556,64.6777,0.118153804896067,80.5,0.499623731928702,0.1065,0.0651
4,248.0177,162.2418,0.296384781511816,95.9,0.499623731928702,0.3091,0.2469
5,126.1656,182.6793,0.33372019058733,100.8,0.499623731928702,0.6267,0.607
6,9.3932,20.1214,0.0367579547484795,126.8,0.499623731928702,0.8631,0.8792
7,42.4696,103.7554,0.189541299219258,151.4,0.499623731928702,0.9594,0.9717
8+,5.4966,13.927,0.0254419690370488,155.2,0.499623731928702,0.9889,0.9938

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,24191.5066469719,19806.5066469719,4385,186.3543
1981,30023.6627791618,26517.6627571155,3506.00002204634,48.9206
1982,24403.7866796005,20040.7867236932,4362.99995590732,133.845
1983,29854.0532198682,24404.0532198682,5450,657.0538
1984,34210.861681254,28380.861681254,5830,302.5228
1985,35026.3733768381,27551.3733768381,7475,92.5948
1986,30406.1015454485,24963.1015895412,5442.99995590732,242.1749
1987,39663.950924844,35447.9509027977,4216.00002204634,1453.2911
1988,47832.5891223352,38257.5891223352,9575,205.6238
1989,42591.899071849,30456.899071849,12135,41.2773
1990,32084.4003395137,28280.40036156,3803.99997795366,109.3409
1991,38614.4383694526,36706.4384135453,1907.99995590732,1751.0243
1992,55661.7503692762,50293.7504133689,5367.99995590732,155.2232
1993,53382.8049560175,43196.8049339712,10186.0000220463,70.031
1994,44523.3726493088,39636.4626645208,4886.90998478802,103.9116
1995,42000.3179082431,39022.4179324941,2977.89997574902,434.8086
1996,37473.8050882956,29224.6550849886,8249.15000330695,375.53
1997,50711.5949425693,39457.0748914218,11254.5200511475,1014.7019
1998,73855.0706585242,67068.5106594061,6786.55999911815,1151.7981
1999,51338.4889437598,41917.0289247999,9421.46001895985,293.725
2000,59362.432262616,54743.0622368218,4619.37002579422,744.5487
2001,67068.5801053815,55008.5801053815,12060,1053.8626
2002,68424.9843470976,58489.4843360744,9935.50001102317,698.1108
2003,84849.0480389779,77892.938005688,6956.11003328998,2513.3576
2004,95264.0937851364,84647.5038029939,10616.5899821425,362.8921
2005,103601.722921581,92081.3928878502,11520.3300337309,686.8582
2006,99169.2631010384,89099.8331091955,10069.4299918429,830.7652
2007,96302.0624352389,84539.8123856346,11762.2500496043,1193.5317
2008,99552.4530964086,84992.0530655438,14560.4000308649,1504.384
2009,107234.937167927,92360.4472100355,14874.4899578915,1073.995
2010,108005.805683547,90042.31563747,17963.4900460769,1028.4606
2011,103410.074626866,83870.8546264248,19539.2200004409,417.6997
2012,79111.1906126678,65802.680614652,13308.5099980158,273.8803
2013,77110.3327895236,71324.6127560131,5785.72003351044,692.2117
2014,63417.0032408122,46339.61319694,17077.3900438722,98.5534
2015,68604.9534822196,59749.1234374656,8855.83004475407,2229.2176
2016,62268.4301902599,52212.9701933464,10055.4599969135,206.9127
2017,68384.1497828435,54321.2297449238,14062.9200379197,1200.551
2018,64979.0564165877,61969.9663793294,3009.09003725832,1054.2676

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,186.3543,388.6284,62.4746,6.3761,0.3226,0.317
1981,48.9206,101.8391,201.629,29.6147,2.7868,0.2668
1982,133.845,27.0585,54.7188,103.1758,14.5287,1.4675
1983,657.0538,73.5692,14.2784,26.9269,47.7426,7.1793
1984,302.5228,360.3719,38.5766,6.9295,12.2005,24.0353
1985,92.5948,165.9449,189.0348,18.7372,3.1437,15.7855
1986,242.1749,50.5445,85.8122,88.9489,8.0966,7.7512
1987,1453.2911,133.0117,26.6122,42.0222,40.8565,7.0215
1988,205.6238,804.6932,71.6879,13.7074,20.8168,23.2623
1989,41.2773,112.2363,416.0401,33.7183,5.9194,18.1158
1990,109.3409,22.329,56.5006,184.141,13.2321,8.7368
1991,1751.0243,60.5742,12.0525,29.1955,91.6504,10.7166
1992,155.2232,977.526,33.4163,6.52,15.5364,54.0447
1993,70.031,86.0201,528.1178,17.3007,3.2544,33.9803
1994,103.9116,38.3648,44.9518,254.3811,7.7494,15.923
1995,434.8086,57.6357,20.7794,23.3982,127.9785,11.677
1996,375.53,242.2695,31.6228,11.1143,12.2486,72.3562
1997,1014.7019,205.0574,125.4024,14.9123,4.8188,34.7782
1998,1151.7981,554.7193,106.5034,59.5877,6.5419,16.5101
1999,293.725,638.6346,300.1517,55.3198,29.8855,11.3262
2000,744.5487,162.6178,344.8943,154.5005,26.8824,19.1476
2001,1053.8626,415.7773,89.8738,186.913,81.8449,23.9444
2002,698.1108,583.7309,224.822,46.393,91.269,49.512
2003,2513.3576,387.7628,318.0222,118.0319,23.3108,68.3153
2004,362.8921,1403.1975,214.1689,172.1102,62.3829,47.4063
2005,686.8582,202.1066,769.9735,114.2479,88.8195,55.1559
2006,830.7652,382.5202,110.8908,410.6528,58.938,72.332
2007,1193.5317,463.0578,210.3571,59.4404,213.6271,66.582
2008,1504.384,664.2078,253.572,111.7046,30.443,139.6541
2009,1073.995,835.5752,361.8332,133.0981,56.108,81.9713
2010,1028.4606,596.8358,455.823,190.5171,67.2052,67.2306
2011,417.6997,570.2345,323.6024,236.7405,94.0005,63.512
2012,273.8803,231.1704,307.6503,166.199,114.6043,72.6332
2013,692.2117,151.8346,125.2964,159.6597,81.8938,88.4604
2014,98.5534,386.6684,83.9822,68.0243,84.8258,88.8994
2015,2229.2176,54.1985,205.0511,41.4646,30.7552,72.6854
2016,206.9127,1103.0388,26.0883,93.2343,18.0181,44.1218
2017,1200.551,102.1433,526.1067,11.5808,39.0586,25.415
2018,1054.2676,591.0201,48.19,226.8524,4.6382,25.0867

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,30.6225,172.9232,47.8377,5.931,0.3168,0.3155
1981,8.0388,45.3141,154.3903,27.5473,2.7364,0.2656
1982,21.994,12.0399,41.899,95.973,14.2661,1.461
1983,107.9698,32.7352,10.9332,25.0472,46.8796,7.147
1984,49.7118,160.3502,29.5387,6.4457,11.9799,23.9272
1985,15.2156,73.8385,144.7467,17.4292,3.0868,15.7146
1986,39.7952,22.4902,65.7076,82.7394,7.9503,7.7163
1987,238.8109,59.1846,20.3773,39.0886,40.118,6.9899
1988,33.789,358.0544,54.8925,12.7505,20.4405,23.1578
1989,6.7829,49.9404,318.5679,31.3644,5.8124,18.0343
1990,17.9674,9.9355,43.2633,171.286,12.9929,8.6976
1991,287.7356,26.953,9.2288,27.1574,89.9938,10.6684
1992,25.5069,434.9577,25.5874,6.0649,15.2556,53.8017
1993,11.5078,38.2753,404.3874,16.0929,3.1956,33.8275
1994,17.0752,17.0707,34.4203,236.6226,7.6094,15.8514
1995,71.4496,25.6454,15.9111,21.7647,125.6652,11.6245
1996,61.7087,107.7997,24.2141,10.3384,12.0272,72.031
1997,166.7401,91.2418,96.0225,13.8713,4.7317,34.6219
1998,189.2683,246.8266,81.5512,55.4279,6.4236,16.4359
