MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_best_condEffort.20_322

Model structure
Survival time blocks:,1980-1998; 1999-2014; 2015-2018
Maturity time blocks:,1980-2014; 2015-2018
Selectivity time blocks:,1980-2014; 2015-2018

Model diagnostics
Number of parameters:,100
Negative log likelihood:,-401.9
Maximum gradient compoent:,0.000263210626411679

Forecast
Mature biomass forecast (tons):,62921.3
Threshold:25000
GHL (tons):,12584.3
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,695.6765,65.117,0.123721192695325,80.5,0.480946135285778,0.0973,0.0614
4,241.6304,154.2644,0.293099736757356,95.9,0.480946135285778,0.291,0.2433
5,121.972,178.0816,0.338352011749495,100.8,0.480946135285778,0.6098,0.6125
6,8.5666,18.8335,0.0357833297391988,126.8,0.480946135285778,0.8561,0.886
7,38.5934,97.1987,0.1846758771509,151.4,0.480946135285778,0.9577,0.9745
8+,4.9066,12.8253,0.0243678519077254,155.2,0.480946135285778,0.9885,0.9947

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,27095.3197821821,22710.3197821821,4385,446.4568
1981,34009.3109415992,30503.3109195529,3506.00002204634,115.6361
1982,28656.4829471549,24293.4829912476,4362.99995590732,308.1244
1983,35715.9275998148,30265.9275998148,5450,1519.7195
1984,37390.9563702903,31560.9563702903,5830,684.8877
1985,37222.5030313719,29747.5030313719,7475,201.8603
1986,33781.6992217642,28338.6992658568,5442.99995590732,525.011
1987,46560.7335920104,42344.7335699641,4216.00002204634,3374.1137
1988,49970.7281906568,40395.7281906568,9575,448.8057
1989,44964.862651293,32829.862651293,12135,87.0391
1990,36835.8472409004,33031.8472629467,3803.99997795366,223.6962
1991,45099.1479089045,43191.1479529972,1907.99995590732,3898.5813
1992,55321.19656518,49953.1966092727,5367.99995590732,294.1414
1993,51998.354902004,41812.3548799577,10186.0000220463,126.3959
1994,45551.2659009237,40664.3559161357,4886.90998478802,177.5619
1995,40352.8473952248,37374.9474194757,2977.89997574902,748.8932
1996,31036.8409797394,22787.6909764325,8249.15000330695,583.1697
1997,38302.6796225666,27048.1595714191,11254.5200511475,1398.0867
1998,47787.2383650433,41000.6783659252,6786.55999911815,1183.4391
1999,48244.6799973544,38823.2199783946,9421.46001895985,229.4141
2000,56820.0925946339,52200.7225688397,4619.37002579422,585.1807
2001,65312.4957560793,53252.4957560793,12060,832.4159
2002,67213.9739632708,57278.4739522476,9935.50001102317,556.1843
2003,82131.9791000683,75175.8690667784,6956.11003328998,1889.7905
2004,91688.3393593333,81071.7493771908,10616.5899821425,291.1014
2005,98997.7943737737,87477.4643400428,11520.3300337309,545.9089
2006,95466.0532639608,85396.623272118,10069.4299918429,659.1834
2007,94517.6466632862,82755.396613682,11762.2500496043,938.361
2008,98466.9513216782,83906.5512908133,14560.4000308649,1168.4581
2009,105566.530787716,90692.0408298243,14874.4899578915,846.4422
2010,105893.81313521,87930.3230891334,17963.4900460769,812.5062
2011,101650.24537578,82111.025375339,19539.2200004409,345.1871
2012,78675.4271478648,65366.917149849,13308.5099980158,235.125
2013,78605.6522410106,72819.9322075002,5785.72003351044,623.5232
2014,67220.4873343769,50143.0972905047,17077.3900438722,96.8417
2015,71023.9985449415,62168.1685001874,8855.83004475407,2436.2229
2016,62275.0941378778,52219.6341409643,10055.4599969135,219.1988
2017,67360.7228995348,53297.8028616151,14062.9200379197,1298.1194
2018,62918.4834321744,59909.3933949161,3009.09003725832,1105.8852

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,446.4568,776.7321,108.8599,9.4156,0.5463,0.4309
1981,115.6361,203.5001,345.0059,46.0603,3.794,0.3819
1982,308.1244,52.9911,91.8058,151.1302,19.5883,1.747
1983,1519.7195,140.6011,23.6127,39.1224,61.5755,8.4796
1984,684.8877,692.8434,62.4878,10.0038,15.7957,27.5317
1985,201.8603,312.278,308.0266,26.4937,4.0438,16.9698
1986,525.011,91.6955,137.3326,127.4673,10.3129,7.839
1987,3374.1137,239.344,40.7477,58.1674,51.4442,7.1093
1988,448.8057,1546.8774,108.1115,17.8995,24.8449,24.6196
1989,87.0391,204.0043,681.5742,44.9287,7.0136,18.6718
1990,223.6962,39.3125,88.24,271.7946,16.5102,8.9288
1991,3898.5813,102.5137,17.7369,38.6618,115.6257,10.6306
1992,294.1414,1794.8751,46.8761,8.0074,17.2308,55.8704
1993,126.3959,134.8174,810.167,20.5589,3.4117,30.5338
1994,177.5619,57.4821,59.4892,337.7875,8.0966,12.8357
1995,748.8932,81.3495,25.9141,26.0189,143.3066,8.7045
1996,583.1697,343.9858,36.9487,11.5244,11.3281,65.4176
1997,1398.0867,263.5816,149.0903,14.8012,4.2649,26.8607
1998,1183.4391,632.0096,114.2946,59.7857,5.4864,10.9141
1999,229.4141,540.3062,282.0578,48.8743,24.4899,6.5281
2000,585.1807,135.0906,308.4765,151.9513,24.8363,15.2391
2001,832.4159,347.9718,79.3505,177.0662,85.2215,22.1598
2002,556.1843,490.6935,199.286,43.0458,90.9556,53.45
2003,1889.7905,328.8717,283.5496,110.2885,22.8093,74.5183
2004,291.1014,1123.2193,192.9129,162.2652,61.564,53.4086
2005,545.9089,172.5896,654.1246,108.6306,88.334,61.2735
2006,659.1834,323.6909,100.5372,368.562,59.1913,79.8512
2007,938.361,391.2133,189.0584,56.9838,202.6843,74.9786
2008,1168.4581,556.0083,227.435,106.0494,30.835,147.0943
2009,846.4422,690.9155,321.3008,125.8744,56.1992,91.4713
2010,812.5062,500.8253,400.0004,178.5617,67.1357,76.6568
2011,345.1871,479.5954,287.9381,218.8723,92.9637,72.511
2012,235.125,203.3814,274.2762,155.7029,111.8753,81.6669
2013,623.5232,138.7745,116.9002,149.9946,80.9924,97.6007
2014,96.8417,371.0026,81.6619,67.3723,84.6537,99.4433
2015,2436.2229,56.6854,208.17,42.3209,32.234,83.6716
2016,219.1988,1160.9956,26.2913,91.3834,17.8363,48.1042
2017,1298.1194,104.197,533.121,11.2543,37.1355,26.2753
2018,1105.8852,615.1508,47.2607,221.2405,4.3728,24.0698

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,41.0618,186.7642,54.1399,7.1148,0.4951,0.4171
1981,10.6354,48.9313,171.5837,34.8048,3.4382,0.3697
1982,28.339,12.7416,45.6583,114.1995,17.7516,1.691
1983,139.7726,33.8074,11.7434,29.5623,55.8016,8.2078
1984,62.9909,166.5933,31.0774,7.5592,14.3146,26.6494
1985,18.5656,75.0869,153.1925,20.0196,3.6646,16.426
1986,48.2866,22.0481,68.3004,96.3189,9.3459,7.5878
1987,310.326,57.55,20.2653,43.9534,46.6203,6.8815
1988,41.2778,371.9447,53.7677,13.5255,22.5153,23.8306
1989,8.0052,49.0526,338.971,33.9498,6.356,18.0734
1990,20.5739,9.4526,43.8849,205.3779,14.962,8.6427
1991,358.5627,24.6493,8.8212,29.2143,104.7837,10.2899
1992,27.053,431.5754,23.3131,6.0506,15.6151,54.0801
1993,11.625,32.4167,402.9248,15.5351,3.0918,29.5553
1994,16.3308,13.8215,29.5861,255.2446,7.3374,12.4244
1995,68.8777,19.5604,12.888,19.6608,129.8689,8.4256
1996,53.6356,82.711,18.3759,8.7083,10.2659,63.3213
1997,128.5857,63.3778,74.1479,11.1843,3.865,26
