MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
model.18_222

Model structure
Survival time blocks:,1980-2014; 2015-2017
Maturity time blocks:,1980-2014; 2015-2017
Selectivity time blocks:,1980-2014; 2015-2017

Model diagnostics
Number of parameters:,59
Negative log likelihood:,-1107.3
Maximum gradient compoent:,528.802194792794

Forecast
Mature biomass forecast (tons):,59768.2
Threshold placeholder, TODO
GHL (tons):,11953.6
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,391.8726,166.0034,0.306349931930808,77.2,0.619340547541239,0.4022,0.5806
4,105.6651,192.492,0.355233152436788,88.2,0.619340547541239,0.9681,0.7933
5,10.7587,21.0724,0.0388879282329083,117.1,0.619340547541239,0.9993,0.985
6,61.9371,125.353,0.231331906559279,124.8,0.619340547541239,1,1.1303
7,1.761,3.6426,0.00672221329232511,137.1,0.619340547541239,1,1.2264
8+,15.8901,33.3117,0.0614748675478907,174.6,0.619340547541239,1,1.2844

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,21511.8128706541,17126.8128706541,4385,135.7889
1981,27324.167309685,23818.1672876386,3506.00002204634,35.1995
1982,22779.5654666108,18416.5655107035,4362.99995590732,102.3221
1983,27362.1716748606,21912.1716748606,5450,470.6167
1984,31911.849026654,26081.849026654,5830,230.1119
1985,33154.2687228554,25679.2687228554,7475,70.7503
1986,29043.913666527,23600.9137106197,5442.99995590732,185.5923
1987,35049.9679225732,30833.9679005269,4216.00002204634,959.497
1988,42607.5155977866,33032.5155977866,9575,156.3854
1989,37721.3616922772,25586.3616922772,12135,30.8788
1990,28051.688749752,24247.6887717983,3803.99997795366,79.2782
1991,32543.0766771754,30635.0767212681,1907.99995590732,1179.0885
1992,48699.0179457219,43331.0179898146,5367.99995590732,116.2243
1993,47502.7535880421,37316.7535659957,10186.0000220463,50.8535
1994,40075.8751295223,35188.9651447342,4886.90998478802,76.1613
1995,39327.1570140435,36349.2570382945,2977.89997574902,338.6682
1996,36656.5285830816,28407.3785797747,8249.15000330695,282.6552
1997,47625.2866024383,36370.7665512908,11254.5200511475,714.91
1998,65705.596794462,58919.0367953438,6786.55999911815,744.4958
1999,76078.9695540025,66657.5095350427,9421.46001895985,181.123
2000,77109.9886461342,72490.61862034,4619.37002579422,445.4743
2001,82724.4076148063,70664.4076148063,12060,616.984
2002,83842.3775876893,73906.8775766662,9935.50001102317,394.1094
2003,103682.955973456,96726.8459401662,6956.11003328998,1490.4139
2004,118453.545713089,107836.955730946,10616.5899821425,202.9302
2005,118733.79373443,107213.463700699,11520.3300337309,391.5178
2006,104968.708745784,94899.2787539408,10069.4299918429,490.5668
2007,105010.48689345,93248.2368438458,11762.2500496043,715.7981
2008,115810.602085584,101250.202054719,14560.4000308649,933.3896
2009,129337.360612006,114462.870654115,14874.4899578915,646.2266
2010,126090.014991512,108126.524945435,17963.4900460769,619.5439
2011,116132.1328733,96592.9128728588,19539.2200004409,245.3009
2012,83895.4608787672,70586.9508807513,13308.5099980158,159.1326
2013,78437.1389360436,72651.4189025331,5785.72003351044,397.4433
2014,66214.5941268546,49137.2040829824,17077.3900438722,42.211
2015,73662.5351087987,64806.7050640446,8855.83004475407,786.8029
2016,73402.8181838224,63347.3581869089,10055.4599969135,71.3453
2017,62107.4081218722,48044.4880839525,14062.9200379197,363.6098

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,135.7889,310.7155,49.7808,5.4689,0.4522,0.1674
1981,35.1995,80.4701,173.1755,25.158,2.5207,0.2694
1982,102.3221,21.237,46.9239,95.8248,13.2801,1.4338
1983,470.6167,61.2634,12.1488,24.9987,47.8291,7.0726
1984,230.1119,281.3077,34.9006,6.4186,12.3234,25.9857
1985,70.7503,137.5196,160.1729,18.4199,3.1592,17.9405
1986,185.5923,41.9605,76.7999,81.2815,8.5438,9.1356
1987,959.497,111.1082,23.9975,40.8937,40.5385,8.4375
1988,156.3854,580.7167,65.2967,13.4825,22.0711,25.8216
1989,30.8788,92.6231,323.1877,32.9006,6.186,20.5889
1990,79.2782,18.0055,49.5048,149.5783,13.2108,9.6183
1991,1179.0885,47.9281,10.5524,27.6641,80.1009,11.8969
1992,116.2243,721.467,28.9336,6.2429,16.0805,52.9478
1993,50.8535,70.3359,423.8983,16.2486,3.3672,36.1738
1994,76.1613,30.2307,39.5149,217.7436,7.6775,17.5094
1995,338.6682,46.1541,17.8224,22.3376,118.5728,13.363
1996,282.6552,206.8081,27.7256,10.4454,12.8121,74.7662
1997,714.91,168.2252,116.5305,14.3279,4.9808,39.2834
1998,744.4958,425.6422,94.8784,60.3339,6.8516,19.9148
1999,181.123,451.2171,251.0037,53.6624,32.88,14.2085
2000,445.4743,109.3779,263.7165,139.5135,28.5126,24.3369
2001,616.984,272.4105,65.9305,155.5698,80.7659,30.2315
2002,394.1094,372.02,158.608,36.3737,81.7637,56.6388
2003,1490.4139,238.6189,218.8394,89.2765,19.6845,73.0541
2004,202.9302,910.1266,143.3445,128.2609,51.2075,52.3876
2005,391.5178,123.3655,540.7564,82.2611,71.3798,56.5116
2006,490.5668,237.8864,73.2032,309.5482,45.6153,69.494
2007,715.7981,298.4154,141.5625,42.1357,173.0168,63.0807
2008,933.3896,434.214,176.368,80.4113,23.1058,126.7534
2009,646.2266,564.4747,254.6878,98.7162,43.1623,78.0097
2010,619.5439,391.2844,332.0872,143.3886,53.4396,63.8538
2011,245.3009,373.5288,227.7684,183.1284,75.3114,59.6276
2012,159.1326,147.3344,215.3829,123.2763,93.5739,66.4123
2013,397.4433,95.825,85.5024,118.0607,64.1795,80.5788
2014,42.211,242.7293,57.5815,50.1407,67.7717,81.9399
2015,786.8029,25.0331,135.5372,29.2121,23.2471,65.2021
2016,71.3453,459.7488,14.3065,75.8928,16.1012,48.0109
2017,363.6098,40.5326,252.5682,7.6175,39.4367,32.5256

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,25.1395,157.2528,40.9254,5.2185,0.4474,0.167
1981,6.5167,40.7259,142.3697,24.0062,2.4942,0.2688
1982,18.9435,10.748,38.5767,91.438,13.1403,1.4305
1983,87.1283,31.0053,9.9876,23.8542,47.3257,7.0559
1984,42.6021,142.3696,28.6922,6.1247,12.1937,25.9245
1985,13.0985,69.5985,131.68,17.5766,3.126,17.8983
1986,34.3599,21.2362,63.1382,77.5604,8.4539,9.1141
1987,177.6378,56.2318,19.7286,39.0216,40.1118,8.4176
1988,28.9526,293.9002,53.6812,12.8653,21.8388,25.7608
1989,5.7168,46.8765,265.6965,31.3944,6.1209,20.5405
1990,14.6773,9.1126,40.6985,142.7307,13.0718,9.5956
1991,218.2921,24.2564,8.6752,26.3976,79.2578,11.8689
1992,21.5173,365.1338,23.7867,5.9571,15.9112,52.8232
1993,9.4148,35.597,348.4919,15.5047,3.3318,36.0887
1994,14.1002,15.2997,32.4857,207.7753,7.5967,17.4682
1995,62.6998,23.3585,14.652,21.3149,117.3248,13.3316
1996,52.3297,104.6654,22.7936,9.9672,12.6773,74.5902
1997,132.3558,85.1386,95.8011,13.672,4.9283,39.1909
1998,137.8332,215.4171,78.0007,57.5718,6.7795,19.8679
1999,33.5324,228.3606,206.3532,51.2057,32.5339,14.1751
2000,82.4735,55.356,216.8045,133.1266,28.2125,24.2797
2001,114.2262,137.8667,54.2022,148.4479,79.9158,30.1603
