MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
model.3_211

Model structure
Survival time blocks:,1980-2014; 2015-2017
Maturity time blocks:,1980-2017
Selectivity time blocks:,1980-2017

Model diagnostics
Number of parameters:,55
Negative log likelihood:,-1126.6
Maximum gradient compoent:,8.36445988011101e-05

Forecast
Mature biomass forecast (tons):,61822.7
Threshold placeholder, TODO
GHL (tons):,12364.5
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,478.7346,72.3071,0.138076525075424,77.2,0.559338748054727,0.1479,0.1684
4,238.7734,189.3444,0.361569151500905,88.2,0.559338748054727,0.4125,0.4616
5,21.3622,32.9093,0.0628430926792064,117.1,0.559338748054727,0.7396,0.9346
6,96.4956,198.8449,0.379711160051643,124.8,0.559338748054727,0.9199,1.3316
7,1.7864,4.0621,0.00775692362864614,137.1,0.559338748054727,0.9789,1.5194
8+,11.1967,26.2063,0.050043147064176,174.6,0.559338748054727,0.9947,1.5843

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,20491.086333473,16106.086333473,4385,157.5716
1981,27132.5567142133,23626.5566921669,3506.00002204634,42.1857
1982,22942.8384664565,18579.8385105492,4362.99995590732,116.6255
1983,26810.8701690954,21360.8701690954,5450,563.241
1984,30323.0970700412,24493.0970700412,5830,262.4964
1985,31951.0041006195,24476.0041006195,7475,81.8611
1986,28326.6649397033,22883.6649837959,5442.99995590732,211.2094
1987,34316.4046826429,30100.4046605966,4216.00002204634,1210.4655
1988,41384.7092087568,31809.7092087568,9575,178.6746
1989,38343.9058400758,26208.9058400758,12135,37.3904
1990,29724.3258228797,25920.325844926,3803.99997795366,95.678
1991,33370.7665512908,31462.7665953835,1907.99995590732,1463.4358
1992,47894.8528406711,42526.8528847638,5367.99995590732,137.8047
1993,48249.4374875989,38063.4374655526,10186.0000220463,63.0019
1994,42057.9344782733,37171.0244934853,4886.90998478802,94.3921
1995,40211.1026477656,37233.2026720166,2977.89997574902,399.9308
1996,36023.0752441632,27773.9252408563,8249.15000330695,348.8093
1997,46731.1371502899,35476.6170991424,11254.5200511475,874.6381
1998,64441.8863952027,57655.3263960846,6786.55999911815,899.6862
1999,75319.7954099517,65898.3353909919,9421.46001895985,226.3733
2000,78000.8934279856,73381.5234021914,4619.37002579422,547.9282
2001,83042.6573557618,70982.6573557618,12060,755.9111
2002,83783.7348706982,73848.234859675,9935.50001102317,506.0821
2003,103923.095857492,96966.9858242025,6956.11003328998,1818.9536
2004,117380.16854428,106763.578562138,10616.5899821425,263.9887
2005,120454.865186622,108934.535152891,11520.3300337309,501.0847
2006,107515.947882449,97446.517890606,10069.4299918429,611.7466
2007,106534.351837563,94772.1017879583,11762.2500496043,886.9541
2008,115995.248352036,101434.848321171,14560.4000308649,1125.3162
2009,128930.540906986,114056.050949095,14874.4899578915,806.1378
2010,126796.036839436,108832.54679336,17963.4900460769,764.8665
2011,117433.568200357,97894.3481999162,19539.2200004409,296.7878
2012,85509.3410348553,72200.8310368394,13308.5099980158,192.5239
2013,80078.4149782844,74292.6949447739,5785.72003351044,507.4529
2014,66729.035582795,49651.6455389228,17077.3900438722,62.9473
2015,62448.5798849181,53592.749840164,8855.83004475407,1570.5118
2016,61790.8477920589,51735.3877951454,10055.4599969135,156.8778
2017,68886.7834387883,54823.8634008686,14062.9200379197,843.1437

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,157.5716,358.2026,55.5279,5.5149,0.2796,0.2853
1981,42.1857,89.9903,193.1975,27.1032,2.4546,0.2379
1982,116.6255,24.4367,50.5478,103.0434,13.811,1.3408
1983,563.241,67.1484,13.4916,25.9775,49.6543,7.0647
1984,262.4964,323.4968,36.813,6.8279,12.228,25.7088
1985,81.8611,150.7416,177.2746,18.6127,3.2093,17.0433
1986,211.2094,46.7692,81.3918,86.7397,8.316,8.5231
1987,1210.4655,121.5085,25.7622,41.6201,41.4808,7.7428
1988,178.6746,702.0121,68.4807,13.8388,21.4348,24.8067
1989,37.3904,101.9865,378.0296,33.3065,6.1252,19.3329
1990,95.678,21.136,53.3779,172.2912,13.2897,9.2955
1991,1463.4358,55.5278,11.9357,28.7946,89.2895,11.4461
1992,137.8047,856.2883,32.0814,6.754,16.0064,55.5029
1993,63.0019,79.9769,483.5591,17.3066,3.5003,36.1515
1994,94.3921,36.1146,43.6006,241.7176,7.9932,17.3761
1995,399.9308,54.8657,20.4824,23.7358,126.9722,13.0428
1996,348.8093,233.6513,31.5647,11.4888,13.0268,76.0181
1997,874.6381,199.7295,126.9783,15.6688,5.2494,38.5324
1998,899.6862,501.0559,108.6904,63.2215,7.1926,19.0483
1999,226.3733,522.6149,283.6707,58.9489,33.0263,13.3981
2000,547.9282,131.1897,293.9322,151.7138,30.1618,23.1942
2001,755.9111,320.5113,75.734,166.0466,84.1302,29.2863
2002,506.0821,437.4347,179.5237,40.1502,83.853,55.8056
2003,1818.9536,293.7844,247.1983,96.9888,20.854,70.9708
2004,263.9887,1062.6781,169.0129,138.6497,53.2265,49.727
2005,501.0847,153.7324,605.8796,93.0336,74.0288,54.0307
2006,611.7466,291.7406,87.5962,333.0816,49.5799,67.0785
2007,886.9541,356.4362,166.5807,48.3675,178.6533,61.5265
2008,1125.3162,515.6299,202.2473,90.7743,25.4439,124.0142
2009,806.1378,652.6514,290.6301,108.6642,46.7637,74.9834
2010,764.8665,468.033,368.9614,157.143,56.5085,61.8685
2011,296.7878,442.6938,262.2816,195.809,79.4812,58.2269
2012,192.5239,171.301,246.1383,136.8621,96.558,65.7655
2013,507.4529,111.3331,95.7591,129.9384,68.6783,79.1705
2014,62.9473,296.5134,64.0776,53.7588,71.4035,80.2614
2015,1570.5118,35.9677,160.1582,31.3782,24.0493,64.2561
2016,156.8778,862.6467,19.1263,80.6385,15.0543,41.1261
2017,843.1437,85.8388,453.7405,9.4063,37.3441,25.0622

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,23.308,147.7638,41.068,5.0733,0.2737,0.2838
1981,6.2401,37.1223,142.8873,24.9328,2.4029,0.2367
1982,17.2513,10.0805,37.3847,94.7918,13.52,1.3337
1983,83.3147,27.6997,9.9783,23.8973,48.6082,7.0273
1984,38.8285,133.4471,27.2266,6.2811,11.9703,25.5727
1985,12.1089,62.1831,131.1109,17.1222,3.1417,16.9531
1986,31.2421,19.293,60.1967,79.7937,8.1408,8.478
1987,179.0523,50.124,19.0535,38.2872,40.6069,7.7018
1988,26.4296,289.5902,50.6478,12.7306,20.9832,24.6754
1989,5.5308,42.0709,279.5876,30.6393,5.9962,19.2306
1990,14.1527,8.7189,39.4779,158.4944,13.0097,9.2463
1991,216.4717,22.906,8.8276,26.4887,87.4083,11.3855
1992,20.3841,353.2314,23.7271,6.2131,15.6691,55.2091
1993,9.3193,32.9916,357.6363,15.9207,3.4266,35.9601
1994,13.9625,14.8978,32.2467,222.3611,7.8248,17.2841
1995,59.1578,22.6329,15.1486,21.8351,124.2971,12.9738
1996,51.5959,96.3846,23.345,10.5688,12.7524,75.6157
