MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
model.1_111

Model structure
Survival time blocks:,1980-2017
Maturity time blocks:,1980-2017
Selectivity time blocks:,1980-2017

Model diagnostics
Number of parameters:,54
Negative log likelihood:,-1124.5
Maximum gradient compoent:,1.87092347615145e-05

Forecast
Mature biomass forecast (tons):,67224.3
Threshold placeholder, TODO
GHL (tons):,13444.9
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,491.5718,71.8185,0.126980531897232,77.2,0.589076042057926,0.1486,0.169
4,270.6778,204.0186,0.360720292750873,88.2,0.589076042057926,0.4129,0.463
5,25.1074,36.6984,0.0648855427470271,117.1,0.589076042057926,0.7393,0.9361
6,111.6032,218.0784,0.385579080979097,124.8,0.589076042057926,0.9195,1.3316
7,2.1541,4.644,0.00821094272549196,137.1,0.589076042057926,0.9788,1.518
8+,13.6687,30.3288,0.05362360890028,174.6,0.589076042057926,0.9946,1.5823

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,20561.3155051919,16176.3155051919,4385,158.0081
1981,27187.0132718975,23681.0132498512,3506.00002204634,42.3336
1982,22987.5136136158,18624.5136577085,4362.99995590732,116.9563
1983,26901.372274521,21451.372274521,5450,564.4981
1984,30407.774311603,24577.774311603,5830,263.0421
1985,32002.6650719813,24527.6650719813,7475,81.9628
1986,28369.4099296722,22926.4099737649,5442.99995590732,211.5619
1987,34431.6182014595,30215.6181794131,4216.00002204634,1213.558
1988,41480.4233999868,31905.4233999868,9575,179.0285
1989,38391.7428735201,26256.7428735201,12135,37.4693
1990,29761.7121188739,25957.7121409202,3803.99997795366,95.8002
1991,33478.1546109923,31570.154655085,1907.99995590732,1466.274
1992,47990.8896801076,42622.8897242003,5367.99995590732,138.0036
1993,48279.71328733,38093.7132652836,10186.0000220463,63.0552
1994,42071.6486254106,37184.7386406226,4886.90998478802,94.4843
1995,40247.4318216892,37269.5318459402,2977.89997574902,400.3971
1996,36055.3376397187,27806.1876364117,8249.15000330695,349.1519
1997,46793.8749751979,35539.3549240504,11254.5200511475,875.1416
1998,64513.8474172711,57727.287418153,6786.55999911815,900.0849
1999,75315.1851892678,65893.725170308,9421.46001895985,226.3815
2000,77960.926387266,73341.5563614718,4619.37002579422,548.2039
2001,83018.4110099429,70958.4110099429,12060,755.9221
2002,83731.5387243987,73796.0387133755,9935.50001102317,505.9207
2003,103945.373465023,96989.2634317335,6956.11003328998,1819.9878
2004,117325.024802134,106708.434819992,10616.5899821425,263.8672
2005,120321.468727265,108801.138693534,11520.3300337309,500.7906
2006,107384.490619282,97315.0606274389,10069.4299918429,611.3283
2007,106404.086950771,94641.8369011663,11762.2500496043,886.4037
2008,115852.214003836,101291.813972971,14560.4000308649,1124.5748
2009,128709.197402941,113834.707445049,14874.4899578915,804.0446
2010,126473.506691065,108510.016644988,17963.4900460769,761.4058
2011,116972.830640005,97433.6106395644,19539.2200004409,293.8078
2012,84999.6215745497,71691.1115765339,13308.5099980158,189.5517
2013,79366.1756211557,73580.4555876452,5785.72003351044,497.3354
2014,65896.4646486915,48819.0746048193,17077.3900438722,61.0736
2015,60377.9643510659,51522.1343063119,8855.83004475407,1465.5862
2016,61803.8804867832,51748.4204898697,10055.4599969135,157.3067
2017,71776.3330320333,57713.4129941136,14062.9200379197,860.8246

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,158.0081,358.9649,55.7148,5.5284,0.2811,0.287
1981,42.3336,90.1991,193.5479,27.2007,2.4635,0.2398
1982,116.9563,24.5101,50.6411,103.2013,13.8618,1.3466
1983,564.4981,67.3033,13.5247,26.0156,49.7325,7.0938
1984,263.0421,324.0508,36.8788,6.8426,12.2486,25.7739
1985,81.9628,150.979,177.4939,18.6424,3.2174,17.0977
1986,211.5619,46.8029,81.4778,86.8271,8.3329,8.5593
1987,1213.558,121.646,25.766,41.6463,41.5221,7.7702
1988,179.0285,703.4457,68.5232,13.8357,21.4466,24.8451
1989,37.4693,102.1365,378.6181,33.3223,6.1275,19.3788
1990,95.8002,21.1692,53.4266,172.5261,13.3063,9.3301
1991,1466.274,55.5693,11.9477,28.8066,89.3871,11.4713
1992,138.0036,857.5109,32.0887,6.7576,16.0072,55.5553
1993,63.0552,80.0513,484.0021,17.3039,3.5018,36.1846
1994,94.4843,36.1255,43.6157,241.8384,7.9926,17.4023
1995,400.3971,54.8895,20.4764,23.7303,126.983,13.0529
1996,349.1519,233.7997,31.5604,11.4789,13.0176,75.9992
1997,875.1416,199.8088,126.9691,15.656,5.2433,38.527
1998,900.0849,501.0665,108.6661,63.186,7.1866,19.0532
1999,226.3815,522.5715,283.5198,58.9074,32.9992,13.397
2000,548.2039,131.1234,293.7328,151.55,30.1308,23.1774
2001,755.9221,320.5035,75.6531,165.8405,83.9983,29.248
2002,505.9207,437.1916,179.3983,40.0791,83.7043,55.7027
2003,1819.9878,293.5263,246.901,96.8559,20.8059,70.8162
2004,263.8672,1062.7188,168.7682,138.4045,53.1283,49.5989
2005,500.7906,153.5786,605.5412,92.8436,73.8632,53.8939
2006,611.3283,291.4094,87.4545,332.6836,49.4525,66.8931
2007,886.4037,355.9947,166.2856,48.2562,178.3313,61.3309
2008,1124.5748,515.0173,201.8612,90.5467,25.3688,123.6802
2009,804.0446,651.8458,290.0839,108.3744,46.6161,74.7424
2010,761.4058,466.5509,368.2551,156.7309,56.3214,61.6403
2011,293.8078,440.4261,261.2522,195.2606,79.2084,57.9844
2012,189.5517,169.4716,244.6606,136.1703,96.178,65.4525
2013,497.3354,109.5405,94.6451,128.9881,68.2327,78.7218
2014,61.0736,290.4253,62.9965,53.0797,70.8017,79.6847
2015,1465.5862,34.8627,156.5765,30.7487,23.6443,63.4561
2016,157.3067,847.2338,19.4882,82.716,15.4543,42.4574
2017,860.8246,90.6481,469.3451,10.0972,40.3775,27.2443

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,23.4777,148.2324,41.1876,5.0836,0.2752,0.2855
1981,6.2902,37.2472,143.082,25.012,2.4112,0.2385
1982,17.378,10.1213,37.4369,94.8973,13.5673,1.3394
1983,83.8764,27.7925,9.9983,23.9222,48.6758,7.0558
1984,39.0843,133.8148,27.263,6.2921,11.9884,25.6359
1985,12.1785,62.3459,131.2139,17.1423,3.1491,17.0061
1986,31.4351,19.327,60.2332,79.8405,8.1559,8.5134
1987,180.3174,50.233,19.0477,38.2952,40.6398,7.7285
1988,26.6011,290.4837,50.6564,12.7224,20.9909,24.712
1989,5.5674,42.1766,279.8968,30.6411,5.9973,19.275
1990,14.2345,8.7417,39.4961,158.6438,13.0236,9.2801
1991,217.8674,22.947,8.8325,26.4887,87.4878,11.4098
1992,20.5054,354.104,23.7219,6.2138,15.6671,55.2577
1993,9.3691,33.0567,357.8028,15.9116,3.4274,35.9908
1994,14.039,14.9178,32.2433,222.3789,7.8228,17.309
1995,59.4933,22.6663,15.1373,21.8209,124.2848,12.983
1996,51.879,96.5462,23.3313,10.5552,12.741,75.5921
