MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_best_condEffort.7_221

Model structure
Survival time blocks:,1980-1998; 1999-2018
Maturity time blocks:,1980-1998; 1999-2018
Selectivity time blocks:,1980-2018

Model diagnostics
Number of parameters:,97
Negative log likelihood:,-393.1
Maximum gradient compoent:,0.000204500791050864

Forecast
Mature biomass forecast (tons):,101453
Threshold:25000
GHL (tons):,20290.6
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,852.9136,66.6095,0.0816113167235108,80.5,0.598038587213747,0.0993,0.0769
4,469.9225,218.8087,0.268088877976259,95.9,0.598038587213747,0.2649,0.23
5,270.7257,274.8779,0.336786004356639,100.8,0.598038587213747,0.5408,0.5173
6,22.1197,35.2777,0.0432229569052012,126.8,0.598038587213747,0.7937,0.7936
7,99.3779,191.7328,0.234914933561812,151.4,0.598038587213747,0.9263,0.9324
8+,14.0215,28.8731,0.0353759104765776,155.2,0.598038587213747,0.9762,0.9802

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,26918.8097180273,22533.8097180273,4385,465.8554
1981,33592.0530655438,30086.0530434974,3506.00002204634,120.5218
1982,28573.2592208823,24210.259264975,4362.99995590732,321.1457
1983,36041.7285433982,30591.7285433982,5450,1579.3109
1984,37305.7069159373,31475.7069159373,5830,712.2602
1985,36753.8449921736,29278.8449921736,7475,209.8918
1986,33579.5073745012,28136.5074185939,5442.99995590732,545.4913
1987,46862.8137745541,42646.8137525078,4216.00002204634,3500.6804
1988,49479.2650852091,39904.2650852091,9575,466.8529
1989,44174.8445732931,32039.8445732931,12135,90.5725
1990,36573.9681209903,32769.9681430367,3803.99997795366,231.8866
1991,45394.3056504773,43486.30569457,1907.99995590732,4023.702
1992,54571.7211578739,49203.7212019665,5367.99995590732,304.0698
1993,50719.8483211711,40533.8482991248,10186.0000220463,130.4962
1994,44833.696950991,39946.786966203,4886.90998478802,183.1069
1995,40235.9623228025,37258.0623470535,2977.89997574902,773.6068
1996,30813.4153089795,22564.2653056725,8249.15000330695,597.6751
1997,37618.0540796755,26363.534028528,11254.5200511475,1408.716
1998,46224.0870610022,39437.5270618841,6786.55999911815,1170.5943
1999,51884.4267951234,42462.9667761635,9421.46001895985,225.8395
2000,60020.9843691439,55401.6143433497,4619.37002579422,571.9426
2001,67946.2920258383,55886.2920258383,12060,809.4965
2002,69596.2907030578,59660.7906920347,9935.50001102317,539.9341
2003,85013.052756895,78056.942723605,6956.11003328998,1838.0671
2004,94960.5740867303,84343.9841045878,10616.5899821425,281.8184
2005,101947.421680372,90427.0916466412,11520.3300337309,529.8421
2006,96912.6635287374,86843.2335368945,10069.4299918429,639.6034
2007,95579.1193588924,83816.8693092881,11762.2500496043,911.5831
2008,100125.660839084,85565.2608082189,14560.4000308649,1135.8047
2009,108011.495403338,93137.0054454463,14874.4899578915,813.7374
2010,107878.906391234,89915.4163451575,17963.4900460769,770.5984
2011,102500.744284486,82961.5242840451,19539.2200004409,319.5331
2012,78134.5066028793,64825.9966048634,13308.5099980158,214.7912
2013,76550.3380806455,70764.6180471351,5785.72003351044,563.4249
2014,64701.3613615821,47623.9713177098,17077.3900438722,85.2917
2015,59625.5745276571,50769.7444829031,8855.83004475407,1966.2432
2016,60562.5746819815,50507.114685068,10055.4599969135,225.538
2017,77874.9058621222,63811.9858242025,14062.9200379197,1456.5622
2018,88766.1951321678,85757.1050949095,3009.09003725832,1385.1263

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,465.8554,808.7521,112.6827,9.6159,0.5746,0.4528
1981,120.5218,211.4535,357.9329,47.5612,3.8778,0.4035
1982,321.1457,54.9807,95.0005,156.2678,20.2001,1.7925
1983,1579.3109,145.9046,24.4007,40.3491,63.6244,8.761
1984,712.2602,716.82,64.5641,10.2957,16.2632,28.4853
1985,209.8918,323.3498,317.3993,27.2809,4.1588,17.5841
1986,545.4913,94.9611,141.7193,131.0659,10.638,8.1722
1987,3500.6804,247.6031,42.0286,59.8211,52.8602,7.3894
1988,466.8529,1597.3181,111.3139,18.3759,25.4642,25.2895
1989,90.5725,211.3255,701.1499,46.1237,7.2034,19.2568
1990,231.8866,40.7579,91.1426,279.2438,17.0147,9.3023
1991,4023.702,105.7734,18.3059,39.7644,118.4767,10.9914
1992,304.0698,1843.332,48.1251,8.2223,17.6408,57.0694
1993,130.4962,138.7164,828.2166,21.0139,3.493,31.1898
1994,183.1069,59.0968,60.9719,344.214,8.2757,13.1833
1995,773.6068,83.4952,26.5163,26.542,145.543,8.9141
1996,597.6751,353.6012,37.7322,11.7298,11.5026,66.2371
1997,1408.716,268.9658,152.5225,15.0314,4.3288,27.2985
1998,1170.5943,634.0596,116.0756,60.8308,5.557,11.1286
1999,225.8395,531.9138,281.5304,49.3521,24.8072,6.6315
2000,571.9426,132.9344,303.3831,151.357,25.0664,15.4863
2001,809.4965,339.8668,78.0029,173.8523,84.7815,22.4231
2002,539.9341,476.834,194.2677,42.1411,88.9643,53.2797
2003,1838.0671,319.0044,275.0169,107.0942,22.2431,73.252
2004,281.8184,1091.5546,186.8339,156.934,59.6012,52.3079
2005,529.8421,166.9443,634.5522,104.8417,85.1215,59.5089
2006,639.6034,313.8986,97.0768,356.3033,56.9215,77.0235
2007,911.5831,379.2476,182.9943,54.8215,195.1517,72.0252
2008,1135.8047,539.6138,219.989,102.1865,29.5133,140.9749
2009,813.7374,670.9356,311.0569,121.126,53.8359,87.2987
2010,770.5984,481.0153,387.5498,172.059,64.2667,73.0062
2011,319.5331,454.3979,275.8131,210.8579,89.0059,68.9126
2012,214.7912,188.0473,259.0172,148.0854,106.8777,77.4259
2013,563.4249,126.6065,107.7008,140.5585,76.2982,92.1688
2014,85.2917,334.8718,74.334,61.7999,78.8942,93.3217
2015,1966.2432,49.7998,186.4265,37.8447,28.8722,76.4404
2016,225.538,1160.298,28.619,101.9414,19.7284,53.2763
2017,1456.5622,132.8828,663.6679,15.4846,52.2859,36.2072
2018,1385.1263,857.2127,75.7505,356.3718,7.8502,43.4092

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,41.9816,185.3757,53.1523,7.0035,0.5111,0.4348
1981,10.8611,48.4677,168.8364,34.6397,3.4493,0.3875
1982,28.9407,12.6022,44.8116,113.8128,17.9678,1.7213
1983,142.3231,33.4431,11.5098,29.387,56.5934,8.4129
1984,64.1869,164.3038,30.4548,7.4985,14.466,27.3534
1985,18.9149,74.1157,149.7168,19.8692,3.6992,16.8855
1986,49.1581,21.7662,66.8488,95.4579,9.4624,7.8475
1987,315.4715,56.7536,19.8248,43.5689,47.0187,7.0958
1988,42.0715,366.1245,52.5066,13.3835,22.6502,24.2847
1989,8.1621,48.4383,330.7314,33.5928,6.4074,18.4916
1990,20.897,9.3422,42.9919,203.3786,15.1344,8.9327
1991,362.6047,24.2445,8.6349,28.9612,105.3839,10.5547
1992,27.4019,422.5138,22.7006,5.9885,15.6913,54.8018
1993,11.76,31.7955,390.6685,15.3048,3.107,29.9505
1994,16.5011,13.5457,28.7604,250.6977,7.3612,12.6595
1995,69.7153,19.1381,12.5077,19.3311,129.4592,8.5599
1996,53.8608,81.0496,17.7982,8.5431,10.2315,63.6052
1997,126.9495,61.6502,71.9447,10.9476,3.8504,26.2138
1998,105.4907,145.3341,54.7527,44.3042,4.9429,10.6864
