MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
model.34_332

Model structure
Survival time blocks:,1980-1998; 1999-2014; 2015-2017
Maturity time blocks:,1980-1998; 1999-2014; 2015-2017
Selectivity time blocks:,1980-1998; 1999-2017

Model diagnostics
Number of parameters:,62
Negative log likelihood:,-1119.6
Maximum gradient compoent:,3479.92780716435

Forecast
Mature biomass forecast (tons):,62998
Threshold placeholder, TODO
GHL (tons):,12599.6
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,279.5333,69.9139,0.128936198307602,77.2,0.630274399286397,0.256,0.2391
4,170.8376,241.2354,0.444889719686838,88.2,0.630274399286397,0.7868,0.6237
5,16.7517,32.3144,0.0595946712540877,117.1,0.630274399286397,0.9753,1.0633
6,75.5524,157.6762,0.290788667083213,124.8,0.630274399286397,0.9976,1.2986
7,2.0166,4.3002,0.00793048935851595,137.1,0.630274399286397,0.9998,1.3768
8+,17.1591,36.7963,0.0678602543097439,174.6,0.630274399286397,1,1.3985

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,32399.0631407218,28014.0631407218,4385,163.0419
1981,35212.2274521043,31706.227430058,3506.00002204634,42.0653
1982,27158.6593619789,22795.6594060716,4362.99995590732,110.3492
1983,35632.3407702992,30182.3407702992,5450,504.547
1984,43711.514142728,37881.514142728,5830,247.8544
1985,41413.0731497608,33938.0731497608,7475,82.4461
1986,34258.0981723583,28815.098216451,5442.99995590732,199.3153
1987,47124.8442425979,42908.8442205516,4216.00002204634,1079.8935
1988,60227.9265415904,50652.9265415904,9575,182.5851
1989,46787.5639895059,34652.5639895059,12135,35.0821
1990,32336.1402367777,28532.140258824,3803.99997795366,81.9844
1991,39350.7618113274,37442.7618554201,1907.99995590732,1086.7305
1992,60249.2776516237,54881.2776957164,5367.99995590732,107.3525
1993,49118.9570978196,38932.9570757733,10186.0000220463,51.0685
1994,36500.2054719019,31613.2954871139,4886.90998478802,64.3673
1995,35475.6770431447,32497.7770673957,2977.89997574902,259.0641
1996,34213.1725787606,25964.0225754536,8249.15000330695,222.3739
1997,44024.7916620737,32770.2716109262,11254.5200511475,546.848
1998,60676.7182918495,53890.1582927313,6786.55999911815,528.9187
1999,52411.2566414603,42989.7966225005,9421.46001895985,118.989
2000,56383.8531493199,51764.4831235256,4619.37002579422,277.2557
2001,64175.4779646818,52115.4779646818,12060,393.8905
2002,67581.8224608126,57646.3224497895,9935.50001102317,257.9588
2003,81102.6496395423,74146.5396062524,6956.11003328998,871.6356
2004,95327.519566128,84710.9295839855,10616.5899821425,138.2909
2005,99541.9240944465,88021.5940607156,11520.3300337309,264.9012
2006,92081.276703631,82011.8467117882,10069.4299918429,323.222
2007,94533.8902974051,82771.6402478009,11762.2500496043,460.9049
2008,103286.784541105,88726.3845102405,14560.4000308649,575.4891
2009,113930.210211865,99055.7202539739,14874.4899578915,408.9971
2010,111809.317775965,93845.8277298882,17963.4900460769,381.2661
2011,104614.712074781,85075.4920743403,19539.2200004409,168.068
2012,78349.3884344893,65040.8784364735,13308.5099980158,117.0758
2013,76920.9123878392,71135.1923543288,5785.72003351044,304.3954
2014,70001.3680857162,52923.9780418439,17077.3900438722,42.1204
2015,70598.2681496506,61742.4381048965,8855.83004475407,878.992
2016,73688.4589607355,63632.998963822,10055.4599969135,97.2951
2017,69512.9082431271,55449.9882052073,14062.9200379197,508.6886

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,163.0419,325.7846,57.7526,6.2882,0.6914,0.8258
1981,42.0653,91.9119,178.3121,30.7293,3.2729,0.7746
1982,110.3492,24.0682,51.409,97.6079,16.5422,2.1522
1983,504.547,61.6945,13.0141,26.9199,49.8432,9.3775
1984,247.8544,286.9621,34.2081,7.0433,14.2973,31.027
1985,82.4461,140.4644,158.2843,18.3874,3.7105,23.4345
1986,199.3153,45.3218,74.0782,80.1896,9.0249,12.9027
1987,1079.8935,111.7746,24.6165,39.0203,41.2386,11.0369
1988,182.5851,630.1303,64.3244,13.9826,21.9427,29.1793
1989,35.0821,101.6762,338.7367,33.4241,7.0747,25.2592
1990,81.9844,18.4022,49.9802,156.1223,14.6251,13.4319
1991,1086.7305,46.7565,10.2444,27.1909,83.4321,14.7684
1992,107.3525,643.8951,27.5061,5.9864,15.8081,56.8834
1993,51.0685,61.9093,364.3013,15.2832,3.28,39.2952
1994,64.3673,27.5994,31.8326,178.4232,7.2014,19.2676
1995,259.0641,36.4014,15.1766,17.0414,93.544,13.6051
1996,222.3739,150.9448,20.904,8.5969,9.5522,59.6148
1997,546.848,120.3861,77.8125,10.2734,4.0677,31.4866
1998,528.9187,300.8696,63.5707,39.4883,5.0527,16.9358
1999,118.989,303.6416,169.1066,35.0201,21.4177,11.7494
2000,277.2557,80.6114,194.0557,100.6578,20.0232,18.6794
2001,393.8905,191.5201,54.3156,126.9887,64.8248,24.7733
2002,257.9588,266.8057,122.345,32.3041,72.5323,50.4192
2003,871.6356,176.0288,173.9398,75.5019,19.3339,72.7376
2004,138.2909,601.696,118.3943,113.466,48.4338,58.6584
2005,264.9012,94.9725,399.1221,75.3637,70.6007,66.0467
2006,323.222,181.8446,62.9244,253.5337,46.7712,84.0507
2007,460.9049,222.234,121.002,40.2782,158.8547,81.2738
2008,575.4891,315.9974,146.7436,76.4012,24.8089,146.5525
2009,408.9971,393.2415,206.7729,91.1632,46.1101,102.1718
2010,381.2661,279.951,258.5124,129.5269,55.596,89.4565
2011,168.068,259.5528,181.3226,157.665,76.3779,84.39
2012,117.0758,113.878,165.9478,108.0113,90.2344,90.5785
2013,304.3954,79.6053,73.5148,100.6061,63.2105,104.3747
2014,42.1204,210.6289,53.8843,48.4958,65.4403,108.4052
2015,878.992,28.2508,130.9008,30.4552,25.9493,90.979
2016,97.2951,539.6696,16.6029,73,16.4948,62.5699
2017,508.6886,59.323,311.191,8.9458,37.8559,40.3518

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,44.017,240.5584,55.1908,6.2502,0.6908,0.8257
1981,11.3565,67.8675,170.4024,30.5435,3.2703,0.7745
1982,29.7913,17.7719,49.1286,97.0178,16.529,2.152
1983,136.2142,45.555,12.4368,26.7571,49.8035,9.3765
1984,66.9141,211.892,32.6907,7.0007,14.2859,31.0237
1985,22.2582,103.7185,151.263,18.2762,3.7075,23.432
1986,53.8098,33.4655,70.7922,79.7049,9.0177,12.9014
1987,291.5425,82.5341,23.5245,38.7845,41.2058,11.0357
1988,49.2931,465.2865,61.471,13.8981,21.9252,29.1763
1989,9.4712,75.0775,323.7107,33.2221,7.069,25.2566
1990,22.1336,13.5882,47.7631,155.1785,14.6135,13.4305
1991,293.3883,34.5249,9.79,27.0266,83.3656,14.7669
1992,28.9823,475.4504,26.286,5.9502,15.7955,56.8775
1993,13.7871,45.7137,348.1412,15.1908,3.2774,39.2911
1994,17.3775,20.3794,30.4205,177.3447,7.1956,19.2656
1995,69.9404,26.8787,14.5033,16.9384,93.4695,13.6037
1996,60.035,111.4573,19.9767,8.545,9.5445,59.6086
1997,147.6344,88.8928,74.3608,10.2113,4.0645,31.4833
1998,142.794,222.1613,60.7508,39.2496,5.0487,16.9341
