MODEL RESULTS

Report produced by model_selection.R
Contact: Sherri.Dressel@alaska.gov or Jane.Sullivan1@alaska.gov
HER_condEffort.34_332

Model structure
Survival time blocks:,1980-1998; 1999-2014; 2015-2018
Maturity time blocks:,1980-1998; 1999-2014; 2015-2018
Selectivity time blocks:,1980-1998; 1999-2018

Model diagnostics
Number of parameters:,102
Negative log likelihood:,-1269.1
Maximum gradient compoent:,5.86313202594685e-05

Forecast
Mature biomass forecast (tons):,60625.7
Threshold placeholder, TODO
GHL (tons):,12125.1
Harvest rate:, 0.2

Forecast values by age
Age,Mature and immature numbers-at-age forecast (millions),Mature numbers-at-age (millions),Proportion mature numbers-at-age,Weight-at-age used in forecast (g),Survival,Maturity,Selectivity
3,682.3885,81.21,0.159189254088278,80.5,0.495196809739615,0.1191,0.097
4,191.3172,141.0293,0.276448086092748,95.9,0.495196809739615,0.3423,0.2693
5,105.7227,163.5189,0.320532591064349,100.8,0.495196809739615,0.667,0.5586
6,7.9482,17.4954,0.0342947872919107,126.8,0.495196809739615,0.8852,0.8129
7,37.4339,93.3537,0.18299354598425,151.4,0.495196809739615,0.9674,0.9372
8+,5.2302,13.5402,0.0265417354784646,155.2,0.495196809739615,0.9913,0.9809

Catch and biomass time series
Year,Mature biomass (tons),Spawning biomass (tons),Catch (tons),Mature and immature age-3 abundance (recruitment in millions)
1980,26556.1293238387,22171.1293238387,4385,588.7612
1981,33151.3441654357,29645.3441433894,3506.00002204634,150.3675
1982,28532.9395489319,24169.9395930245,4362.99995590732,403.364
1983,36271.0612006438,30821.0612006438,5450,1993.4745
1984,36798.0124120902,30968.0124120902,5830,893.7088
1985,35973.5576181133,28498.5576181133,7475,262.8205
1986,33301.2135408629,27858.2135849556,5442.99995590732,678.3861
1987,47156.1526929606,42940.1526709143,4216.00002204634,4431.7655
1988,48593.7869000639,39018.7869000639,9575,580.2312
1989,43288.6406225887,31153.6406225887,12135,112.0508
1990,36709.9410260367,32905.9410480831,3803.99997795366,288.6317
1991,46270.8842787539,44362.8843228466,1907.99995590732,5151.2956
1992,54023.8972420027,48655.8972860954,5367.99995590732,375.2291
1993,49868.6684009789,39682.6683789325,10186.0000220463,160.3267
1994,44990.5902907912,40103.6803060032,4886.90998478802,223.5328
1995,40273.0447099804,37295.1447342314,2977.89997574902,949.3347
1996,29856.6287837033,21607.4787803964,8249.15000330695,709.9554
1997,35145.4077470844,23890.8876959369,11254.5200511475,1594.2327
1998,41333.4534491501,34546.893450032,6786.55999911815,1207.1789
1999,52369.2850371481,42947.8250181882,9421.46001895985,215.0889
2000,61063.3454220772,56443.975396283,4619.37002579422,542.956
2001,69173.1915386142,57113.1915386142,12060,769.4126
2002,70861.7177406909,60926.2177296678,9935.50001102317,513.4135
2003,85273.0538592121,78316.9438259221,6956.11003328998,1706.0392
2004,94734.3739941357,84117.7840119932,10616.5899821425,267.5662
2005,101369.866840098,89849.536806367,11520.3300337309,500.1964
2006,96704.0458343438,86634.6158425009,10069.4299918429,603.7549
2007,95810.535064706,84048.2850151017,11762.2500496043,858.452
2008,100340.083555634,85779.6835247691,14560.4000308649,1067.5726
2009,107992.846513371,93118.3565554796,14874.4899578915,774.6623
2010,108019.907074671,90056.4170285941,17963.4900460769,741.1861
2011,103257.874953152,83718.6549527106,19539.2200004409,314.6838
2012,79536.0278004365,66227.5178024207,13308.5099980158,214.4426
2013,79073.7393901982,73288.0193566878,5785.72003351044,565.8948
2014,67854.2151502458,50776.8251063736,17077.3900438722,87.1807
2015,72506.7627152274,63650.9326704733,8855.83004475407,2090.0402
2016,63891.3281818382,53835.8681849247,10055.4599969135,184.2027
2017,66823.6046870522,52760.6846491325,14062.9200379197,1042.1712
2018,60302.8482770784,57293.7582398201,3009.09003725832,836.6578

Mature and immature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,588.7612,978.2928,127.7592,10.4408,0.5692,0.4133
1981,150.3675,254.4783,413.8546,51.5374,3.9902,0.363
1982,403.364,65.2551,109.0886,172.6552,20.8471,1.7305
1983,1993.4745,174.5858,27.7311,44.5164,67.2828,8.5734
1984,893.7088,861.815,73.9077,11.2063,17.0638,28.2161
1985,262.8205,386.3603,364.8143,29.8626,4.2946,16.7526
1986,678.3861,113.379,162.4109,144.8113,11.1062,7.4799
1987,4431.7655,293.3892,48.0564,65.8384,55.8042,6.9397
1988,580.2312,1923.0468,125.7238,20.0304,26.5911,24.8917
1989,112.0508,250.296,808.2491,49.8858,7.4445,18.3515
1990,288.6317,48.1675,103.9998,311.5052,17.6513,8.6111
1991,5151.2956,125.2765,20.6584,43.4419,126.2724,10.4529
1992,375.2291,2241.9598,54.214,8.8283,18.3011,57.1382
1993,160.3267,162.7979,960.2864,22.5704,3.5586,29.7379
1994,223.5328,69.2249,68.6325,383.9965,8.4992,12.0103
1995,949.3347,97.0018,29.6701,28.6207,155.2185,8.1221
1996,709.9554,412.5596,41.7738,12.5233,11.8077,66.5362
1997,1594.2327,304.9697,171.0151,16.0032,4.3863,25.7539
1998,1207.1789,684.346,126.1284,65.1356,5.5505,9.7828
1999,215.0889,521.8012,289.5519,50.9009,24.9107,5.6574
2000,542.956,128.8194,302.6279,159.1128,26.6755,15.6294
2001,769.4126,328.6824,76.966,176.8773,91.2156,23.9949
2002,513.4135,461.0287,190.876,42.4094,93.0641,59.1684
2003,1706.0392,308.73,270.3889,107.3504,22.9884,80.8477
2004,267.5662,1032.0489,184.1035,157.4058,61.1854,58.4085
2005,500.1964,161.3721,610.2845,105.3225,87.4672,65.3586
2006,603.7549,301.6385,95.3936,348.8982,58.4682,83.449
2007,858.452,364.4278,178.7729,54.8298,195.2045,78.1494
2008,1067.5726,517.1931,214.8646,101.6503,30.1983,147.9958
2009,774.6623,641.6873,302.9691,120.5447,54.9034,93.9671
2010,741.1861,466.0101,376.7561,170.7802,65.5588,79.2513
2011,314.6838,444.5381,271.3423,208.7386,90.5755,74.8728
2012,214.4426,188.2889,257.1378,148.2918,108.5245,83.6214
2013,565.8948,128.5534,109.4878,142.0702,78.3315,98.9598
2014,87.1807,342.6265,76.8432,64.0548,81.561,100.6633
2015,2090.0402,51.7292,193.6331,40.0185,31.0455,84.6941
2016,184.2027,1020.4287,24.6258,88.353,17.5921,49.7276
2017,1042.1712,89.4886,479.1232,10.9196,37.256,27.5219
2018,836.6578,502.907,41.2394,204.3725,4.3519,24.8502

Mature numbers-at-age (millions)
Year,3,4,5,6,7,8+
1980,42.8407,182.9769,51.4626,6.9342,0.4855,0.3904
1981,10.9414,47.5968,166.7043,34.2284,3.4032,0.3428
1982,29.3504,12.2051,43.9419,114.6684,17.7803,1.6344
1983,145.0534,32.654,11.1703,29.5655,57.3847,8.0971
1984,65.03,161.1912,29.7707,7.4426,14.5535,26.6483
1985,19.1239,72.2636,146.9505,19.8332,3.6628,15.8218
1986,49.3622,21.2061,65.4206,96.176,9.4723,7.0643
1987,322.4736,54.8746,19.3576,43.7264,47.5947,6.5541
1988,42.22,359.6807,50.6427,13.3031,22.6792,23.5086
1989,8.1533,46.8146,325.57,33.1315,6.3494,17.3318
1990,21.002,9.0091,41.892,206.8853,15.0546,8.1326
1991,374.8296,23.4313,8.3214,28.8518,107.6962,9.8721
1992,27.3032,419.3292,21.8379,5.8633,15.6088,53.9633
1993,11.666,30.4492,386.812,14.9901,3.035,28.0855
1994,16.2652,12.9476,27.6458,255.0302,7.2488,11.343
1995,69.0775,18.1429,11.9514,19.0083,132.384,7.6708
1996,51.6593,77.1639,16.8269,8.3173,10.0706,62.8391
1997,116.003,57.0406,68.8864,10.6285,3.741,24.3229
1998,87.8393,127.998,50.8056,43.2596,4.734,9.2392
